step	type	train_loss	val_bpb	step_ms	gravity
1895	F	3.105953		96.4	
1896	N	3.147354		10.5	
1897	F	3.110127		96.6	
1898	N	3.140217		10.7	
1899	F	3.039815		96.4	
1900	N	3.086895		10.0	
1900	EVAL		1.868085		
1901	F	3.090338		97.5	
1902	N	3.134518		10.6	
1903	F	3.092216		94.3	
1904	N	3.182395		11.2	
1905	F	3.150817		97.5	
1906	N	3.057178		10.2	
1907	F	3.083229		95.5	
1908	N	3.217723		10.9	
1909	F	3.069442		97.0	
1910	N	3.195731		10.7	
1911	F	3.066009		96.9	
1912	N	3.229971		11.0	
1913	F	3.014866		95.7	
1914	N	3.141876		12.0	
1915	F	3.090276		96.7	
1916	N	3.166983		10.7	
1917	F	3.074349		97.2	
1918	N	3.213632		10.9	
1919	F	3.136566		97.5	
1920	N	3.157999		10.4	
1921	F	3.174914		96.6	
1922	N	3.114076		9.9	
1923	F	3.220665		96.9	
1924	N	3.207867		9.9	
1925	F	3.160015		96.1	
1926	N	3.323966		10.7	
1927	F	3.078017		95.2	
1928	N	3.038227		11.4	
1929	F	3.074289		97.7	
1930	N	3.166994		10.5	
1931	F	3.119292		96.4	
1932	N	3.161743		11.5	
1933	F	3.081643		95.8	
1934	N	3.204253		12.0	
1935	F	3.070658		97.5	
1936	N	3.123772		10.3	
1937	F	3.113715		98.0	
1938	N	3.250151		11.6	
1939	F	3.056684		97.3	
1940	N	3.066768		11.6	
1941	F	3.098098		96.9	
1942	N	3.177734		11.1	
1943	F	3.047118		96.3	
1944	N	3.219434		11.5	
1945	F	3.111947		97.6	
1946	N	3.189706		10.9	
1947	F	2.892174		95.8	
1948	N	3.044436		11.6	
1949	F	3.609902		97.4	
1950	N	3.041543		11.1	
1950	EVAL		1.868722		
1951	F	3.081904		97.3	
1952	N	3.101531		11.4	
1953	F	3.087128		97.5	
1954	N	3.071004		12.6	
1955	F	3.063632		97.4	
1956	N	3.065906		11.6	
1957	F	3.192338		96.5	
1958	N	3.121551		11.4	
1959	F	3.176346		97.1	
1960	N	3.166470		10.4	
1961	F	3.041382		95.6	
1962	N	3.143547		11.4	
1963	F	3.039098		97.2	
1964	N	3.087135		10.1	
1965	F	3.037704		98.2	
1966	N	3.034616		10.9	
1967	F	3.076804		97.2	
1968	N	3.111855		11.4	
1969	F	3.100274		95.7	
1970	N	3.166347		10.9	
1971	F	3.043929		97.0	
1972	N	3.006747		10.7	
1973	F	2.946268		95.9	
1974	N	3.186227		11.0	
1975	F	3.097167		97.6	
1976	N	3.250182		11.0	
1977	F	3.125428		96.7	
1978	N	3.143374		10.9	
1979	F	3.006152		95.9	
1980	N	3.109542		11.1	
1981	F	2.692286		95.6	
1982	N	3.120672		11.8	
1983	F	3.098222		96.8	
1984	N	3.112664		11.5	
1985	F	2.946890		97.4	
1986	N	3.080598		11.3	
1987	F	3.028259		96.4	
1988	N	3.115045		11.3	
1989	F	3.087298		95.0	
1990	N	3.117219		11.6	
1991	F	3.008603		97.1	
1992	N	3.109528		10.4	
1993	F	2.960852		97.9	
1994	N	3.126251		11.3	
1995	F	3.076591		98.1	
1996	N	3.060699		9.5	
1997	F	3.081707		96.2	
1998	N	3.076511		9.8	
1999	F	3.019657		96.4	
2000	N	3.121153		9.9	
2000	EVAL		1.832406		
2001	F	3.093535		97.4	
2002	N	3.163359		10.6	
2003	F	3.011660		96.0	
2004	N	3.078213		11.0	
2005	F	3.160370		96.2	
2006	N	3.076842		11.1	
2007	F	3.168795		96.4	
2008	N	3.152402		11.0	
2009	F	3.047173		96.7	
2010	N	3.020891		11.5	
2011	F	2.848933		96.8	
2012	N	3.163878		11.0	
2013	F	3.107867		97.4	
2014	N	3.069558		10.5	
2015	F	3.095581		97.2	
2016	N	3.099560		11.7	
2017	F	3.091104		95.1	
2018	N	3.218755		10.6	
2019	F	3.137755		96.9	
2020	N	3.032014		10.7	
2021	F	2.921521		95.7	
2022	N	3.173139		10.9	
2023	F	3.069035		94.8	
2024	N	3.141405		9.2	
2025	F	3.062186		97.8	
2026	N	3.105336		11.0	
2027	F	2.985672		95.5	
2028	N	3.061439		10.0	
2029	F	3.215677		94.0	
2030	N	3.025537		10.8	
2031	F	3.117582		96.6	
2032	N	3.043067		9.7	
2033	F	2.898963		96.0	
2034	N	3.038639		11.0	
2035	F	3.049177		96.5	
2036	N	3.198668		8.9	
2037	F	3.088174		95.5	
2038	N	3.013391		10.2	
2039	F	3.069849		97.4	
2040	N	3.091752		10.5	
2041	F	2.971582		96.0	
2042	N	3.056948		8.0	
2043	F	3.084826		96.2	
2044	N	3.140816		9.5	
2045	F	2.962631		96.6	
2046	N	3.273383		10.9	
2047	F	2.993634		96.1	
2048	N	3.210588		11.4	
2049	F	3.066691		95.6	
2050	N	3.064718		10.7	
2050	EVAL		1.829898		
2051	F	3.011841		97.7	
2052	N	3.129238		11.8	
2053	F	3.144728		96.1	
2054	N	3.157255		10.2	
2055	F	2.988230		97.2	
2056	N	3.135664		11.0	
2057	F	3.007422		95.8	
2058	N	3.020987		11.9	
2059	F	3.039201		97.6	
2060	N	3.071816		11.1	
2061	F	3.008666		98.1	
2062	N	3.207251		11.4	
2063	F	3.024359		97.2	
2064	N	3.391616		10.4	
2065	F	3.187167		97.1	
2066	N	3.145965		11.8	
2067	F	2.986744		95.8	
2068	N	3.037052		11.3	
2069	F	3.077152		95.1	
2070	N	3.242874		12.3	
2071	F	2.935165		96.6	
2072	N	3.089685		10.9	
2073	F	3.089705		98.3	
2074	N	3.093632		10.9	
2075	F	2.978892		96.0	
2076	N	3.060584		11.3	
2077	F	3.060588		95.5	
2078	N	3.048617		11.0	
2079	F	2.975728		95.8	
2080	N	2.975911		11.4	
2081	F	3.057343		95.5	
2082	N	3.035696		11.5	
2083	F	2.944585		97.0	
2084	N	3.106432		10.6	
2085	F	3.147204		96.4	
2086	N	3.072693		10.9	
2087	F	3.061813		97.3	
2088	N	3.418041		11.3	
2089	F	3.124954		95.7	
2090	N	3.067739		11.2	
2091	F	2.997521		97.1	
2092	N	3.266403		10.4	
2093	F	3.116632		95.9	
2094	N	3.008048		11.6	
2095	F	2.969243		95.9	
2096	N	3.066904		10.7	
2097	F	3.046288		95.7	
2098	N	3.138480		11.2	
2099	F	3.129990		96.4	
2100	N	3.061946		11.6	
2100	EVAL		1.820270		
2101	F	3.028337		96.9	
2102	N	3.071849		10.0	
2103	F	3.100520		97.0	
2104	N	3.114650		11.9	
2105	F	3.010280		96.8	
2106	N	2.963372		10.6	
2107	F	3.085448		97.1	
2108	N	3.128196		10.7	
2109	F	2.967975		96.5	
2110	N	3.076613		11.1	
2111	F	3.131948		95.7	
2112	N	3.091758		10.0	
2113	F	3.042289		96.4	
2114	N	3.150511		11.4	
2115	F	2.984658		95.8	
2116	N	3.054803		10.1	
2117	F	2.989944		96.1	
2118	N	3.081594		11.6	
2119	F	3.039140		96.2	
2120	N	3.063327		10.9	
2121	F	2.969718		97.0	
2122	N	3.091985		11.1	
2123	F	2.973132		96.7	
2124	N	3.117744		11.7	
2125	F	2.962839		97.5	
2126	N	3.116326		11.1	
2127	F	3.048161		98.3	
2128	N	3.226588		10.5	
2129	F	3.096204		96.8	
2130	N	3.067473		11.0	
2131	F	3.018556		98.7	
2132	N	3.085935		11.8	
2133	F	3.071155		96.4	
2134	N	3.127273		9.8	
2135	F	3.017691		97.1	
2136	N	3.091540		10.3	
2137	F	2.947989		95.3	
2138	N	3.025204		10.7	
2139	F	2.935065		96.3	
2140	N	3.061064		11.3	
2141	F	3.030016		98.7	
2142	N	2.998508		11.0	
2143	F	2.993513		96.5	
2144	N	3.085255		11.6	
2145	F	2.863983		95.8	
2146	N	2.998863		10.3	
2147	F	2.953625		96.4	
2148	N	3.048620		11.7	
2149	F	2.971364		97.3	
2150	N	2.977435		11.3	
2150	EVAL		1.809404		
2151	F	3.043354		96.6	
2152	N	3.103445		11.4	
2153	F	2.967394		97.6	
2154	N	3.097709		11.6	
2155	F	2.989681		96.7	
2156	N	3.043677		9.3	
2157	F	2.964108		96.3	
2158	N	3.013359		10.5	
2159	F	2.975364		98.1	
2160	N	3.165046		11.6	
2161	F	2.821655		96.3	
2162	N	3.063704		11.2	
2163	F	2.961085		96.4	
2164	N	3.021657		11.0	
2165	F	2.915521		96.3	
2166	N	3.048820		9.3	
2167	F	3.046138		96.3	
2168	N	3.000878		10.5	
2169	F	2.941301		96.4	
2170	N	3.131073		10.6	
2171	F	2.921829		96.8	
2172	N	2.997268		10.8	
2173	F	2.931001		95.4	
2174	N	2.926561		11.6	
2175	F	2.877455		95.7	
2176	N	3.014377		11.1	
2177	F	2.918647		96.7	
2178	N	2.962822		10.0	
2179	F	2.914027		98.6	
2180	N	3.126353		9.9	
2181	F	2.985746		96.1	
2182	N	3.122768		10.8	
2183	F	2.970827		96.7	
2184	N	2.929163		10.8	
2185	F	2.920145		97.2	
2186	N	2.937969		11.2	
2187	F	3.024100		96.0	
2188	N	2.985697		11.0	
2189	F	3.010388		97.6	
2190	N	2.964733		11.3	
2191	F	2.887756		96.3	
2192	N	2.991365		10.9	
2193	F	2.916659		96.4	
2194	N	3.057999		11.2	
2195	F	2.835750		96.5	
2196	N	3.120435		10.3	
2197	F	3.050225		97.2	
2198	N	2.972590		11.0	
2199	F	2.941995		95.7	
2200	N	3.057546		11.5	
2200	EVAL		1.806233		
2201	F	2.907504		97.2	
2202	N	2.958342		11.9	
2203	F	2.861048		94.8	
2204	N	3.161614		10.5	
2205	F	2.888682		97.1	
2206	N	2.983169		10.3	
2207	F	2.918301		95.1	
2208	N	2.996078		10.2	
2209	F	3.131937		97.9	
2210	N	3.078202		9.8	
2211	F	2.984375		94.8	
2212	N	2.939162		9.3	
2213	F	2.863436		95.4	
2214	N	2.948905		9.5	
2215	F	2.875778		96.0	
2216	N	2.980295		10.1	
2217	F	2.830154		97.0	
2218	N	3.029912		10.1	
2219	F	2.807393		99.1	
2220	N	2.990477		10.9	
2221	F	2.985071		96.0	
2222	N	2.975597		11.0	
2223	F	2.821379		96.2	
2224	N	3.033366		11.4	
2225	F	3.122530		97.2	
2226	N	2.933760		10.4	
2227	F	2.938051		97.1	
2228	N	2.932153		11.5	
2229	F	2.880599		94.7	
2230	N	2.957637		11.4	
2231	F	3.013547		96.5	
2232	N	2.937658		10.6	
2233	F	2.878702		97.2	
2234	N	2.969690		10.3	
2235	F	2.903169		96.2	
2236	N	2.938784		10.9	
2237	F	3.022629		96.9	
2238	N	3.090046		9.8	
2239	F	2.915699		95.6	
2240	N	2.911261		10.2	
2241	F	2.976851		96.7	
2242	N	3.028830		10.9	
2243	F	2.924752		96.2	
2244	N	2.895208		10.9	
2245	F	3.100605		97.7	
2246	N	3.006043		11.4	
2247	F	2.892897		97.4	
2248	N	3.012097		11.4	
2249	F	2.891809		94.9	
2250	N	2.977061		11.6	
2250	EVAL		1.803895		
2251	F	3.069954		96.4	
2252	N	3.018722		11.6	
2253	F	3.017833		96.2	
2254	N	2.951329		11.4	
2255	F	3.024853		96.3	
2256	N	3.027153		11.3	
2257	F	3.026491		96.2	
2258	N	3.052371		10.3	
2259	F	3.027260		97.9	
2260	N	3.176319		11.5	
2261	F	3.095234		97.7	
2262	N	3.008210		10.3	
2263	F	3.165157		96.5	
2264	N	3.069390		11.5	
2265	F	3.050974		96.0	
2266	N	3.090808		10.6	
2267	F	2.948931		97.9	
2268	N	2.998192		10.9	
2269	F	2.910208		96.4	
2270	N	3.129126		11.3	
2271	F	3.016279		96.6	
2272	N	3.104059		11.3	
2273	F	2.950662		96.6	
2274	N	2.980907		11.5	
2275	F	3.025480		96.1	
2276	N	3.040640		11.1	
2277	F	3.012191		97.3	
2278	N	2.990421		10.4	
2279	F	3.032461		96.0	
2280	N	3.105997		10.6	
2281	F	3.105455		96.6	
2282	N	3.041396		11.7	
2283	F	3.015793		98.0	
2284	N	3.021034		10.8	
2285	F	2.903129		96.2	
2286	N	3.161228		11.7	
2287	F	2.993641		97.3	
2288	N	3.025741		9.9	
2289	F	2.903318		96.6	
2290	N	3.007896		10.9	
2291	F	3.052619		95.3	
2292	N	3.192675		10.6	
2293	F	2.985071		96.7	
2294	N	3.046778		11.0	
2295	F	2.996341		97.2	
2296	N	3.023659		11.4	
2297	F	2.865553		96.4	
2298	N	2.904727		10.4	
2299	F	2.926866		96.3	
2300	N	2.937353		10.9	
2300	EVAL		1.788313		
2301	F	2.972123		96.2	
2302	N	2.948621		10.2	
2303	F	2.925832		96.2	
2304	N	2.941839		10.9	
2305	F	2.979213		96.1	
2306	N	2.929132		11.6	
2307	F	3.062602		97.7	
2308	N	3.032683		11.8	
2309	F	3.024695		96.8	
2310	N	2.801746		10.8	
2311	F	2.969138		95.9	
2312	N	3.025023		11.1	
2313	F	2.995560		96.4	
2314	N	2.983895		10.9	
2315	F	2.934243		95.6	
2316	N	3.039267		10.1	
2317	F	2.909408		97.4	
2318	N	2.868492		10.6	
2319	F	2.814360		95.9	
2320	N	2.940230		10.0	
2321	F	3.383370		96.4	
2322	N	2.979992		11.0	
2323	F	3.255263		98.3	
2324	N	3.634700		11.5	
2325	F	2.998353		98.1	
2326	N	3.015533		11.6	
2327	F	2.880779		97.4	
2328	N	3.136136		11.4	
2329	F	3.174664		96.2	
2330	N	3.051708		10.0	
2331	F	2.953459		95.6	
2332	N	2.830582		10.6	
2333	F	2.890479		96.6	
2334	N	2.970974		10.0	
2335	F	2.893272		97.1	
2336	N	3.007500		9.9	
2337	F	2.947656		95.3	
2338	N	2.964949		10.8	
2339	F	2.977668		97.2	
2340	N	3.151953		11.4	
2341	F	3.020197		96.3	
2342	N	3.143185		11.2	
2343	F	2.975171		97.1	
2344	N	2.755921		11.9	
2345	F	2.962405		96.9	
2346	N	3.111816		11.5	
2347	F	2.948050		95.4	
2348	N	2.937813		11.4	
2349	F	2.935510		96.9	
2350	N	3.058572		10.1	
2350	EVAL		1.788585		
2351	F	2.901118		95.5	
2352	N	3.039337		11.0	
2353	F	2.845926		97.1	
2354	N	3.008718		11.7	
2355	F	2.836507		98.0	
2356	N	3.021614		11.4	
2357	F	2.886196		95.9	
2358	N	2.904694		10.6	
2359	F	3.006950		96.1	
2360	N	3.052022		10.5	
2361	F	2.948803		97.9	
2362	N	2.999556		11.2	
2363	F	2.955624		95.9	
2364	N	3.039488		11.5	
2365	F	3.082820		97.7	
2366	N	3.045340		12.2	
2367	F	2.938042		94.0	
2368	N	3.015555		10.5	
2369	F	2.935831		96.0	
2370	N	3.110228		11.3	
2371	F	2.995698		96.8	
2372	N	2.970710		11.2	
2373	F	3.000899		98.2	
2374	N	3.173859		10.6	
2375	F	2.896386		96.8	
2376	N	2.960548		10.3	
2377	F	2.957454		96.1	
2378	N	3.042589		11.7	
2379	F	3.010755		96.6	
2380	N	2.983573		11.2	
2381	F	2.931056		96.0	
2382	N	2.907518		11.6	
2383	F	3.209658		98.1	
2384	N	3.063125		10.5	
2385	F	2.985152		95.7	
2386	N	3.062402		10.6	
2387	F	2.912387		95.8	
2388	N	2.990042		10.4	
2389	F	2.962276		98.0	
2390	N	3.035123		10.8	
2391	F	2.964592		94.6	
2392	N	3.075487		10.8	
2393	F	2.942954		95.6	
2394	N	3.127682		11.5	
2395	F	2.805822		96.4	
2396	N	3.032325		10.3	
2397	F	2.983938		96.1	
2398	N	2.974736		10.6	
2399	F	2.959792		97.2	
2400	N	3.102140		11.1	
2400	EVAL		1.769497		
2401	F	2.990833		96.0	
2402	N	2.995393		11.5	
2403	F	2.916856		95.5	
2404	N	2.968005		10.9	
2405	F	2.929694		96.6	
2406	N	2.921481		11.0	
2407	F	3.004236		96.8	
2408	N	2.910757		11.3	
2409	F	2.855067		96.3	
2410	N	2.981220		11.5	
2411	F	2.985386		96.8	
2412	N	3.054844		11.4	
2413	F	2.928129		95.7	
2414	N	3.039068		10.9	
2415	F	2.924820		97.1	
2416	N	2.951493		10.8	
2417	F	3.073581		97.0	
2418	N	3.054847		10.4	
2419	F	3.049442		95.4	
2420	N	3.035932		11.5	
2421	F	2.921211		95.8	
2422	N	3.056457		12.3	
2423	F	2.981466		97.1	
2424	N	3.052245		11.8	
2425	F	2.939179		95.8	
2426	N	3.017270		11.2	
2427	F	2.923606		97.5	
2428	N	3.036446		10.3	
2429	F	2.884722		96.4	
2430	N	2.999962		10.6	
2431	F	3.006091		97.4	
2432	N	3.009864		10.5	
2433	F	2.942571		96.4	
2434	N	2.916453		11.5	
2435	F	2.902946		95.6	
2436	N	2.924991		11.6	
2437	F	2.850350		96.4	
2438	N	3.033178		11.2	
2439	F	3.023358		96.7	
2440	N	2.976194		11.8	
2441	F	3.245688		97.4	
2442	N	2.971103		11.5	
2443	F	2.979291		96.9	
2444	N	2.942134		11.4	
2445	F	2.952904		97.1	
2446	N	2.932188		10.0	
2447	F	3.036691		96.7	
2448	N	3.000686		10.0	
2449	F	3.047409		97.3	
2450	N	2.951480		11.2	
2450	EVAL		1.762819		
2451	F	3.176879		95.1	
2452	N	2.785375		10.8	
2453	F	2.978885		96.9	
2454	N	3.181908		12.0	
2455	F	2.909733		97.0	
2456	N	3.085315		10.6	
2457	F	3.026199		97.5	
2458	N	2.975882		10.4	
2459	F	2.846158		96.3	
2460	N	3.033051		11.2	
2461	F	2.921476		97.3	
2462	N	3.053869		10.8	
2463	F	2.867620		96.4	
2464	N	2.917834		10.9	
2465	F	2.936042		95.3	
2466	N	2.976573		10.2	
2467	F	2.953206		97.3	
2468	N	2.969460		11.1	
2469	F	2.959857		98.3	
2470	N	3.020020		11.0	
2471	F	2.901961		97.4	
2472	N	3.016716		11.6	
2473	F	2.872243		96.6	
2474	N	2.942432		11.4	
2475	F	2.837736		95.3	
2476	N	2.991938		10.8	
2477	F	2.878113		97.3	
2478	N	3.032487		10.8	
2479	F	2.825740		97.7	
2480	N	2.867135		9.7	
2481	F	3.029763		97.9	
2482	N	2.920981		10.0	
2483	F	3.000131		96.6	
2484	N	2.996455		9.7	
2485	F	3.191688		96.0	
2486	N	3.530272		11.4	
2487	F	2.817485		96.0	
2488	N	2.894307		11.1	
2489	F	2.791016		95.8	
2490	N	2.921673		10.6	
2491	F	3.001267		97.1	
2492	N	2.865148		10.3	
2493	F	2.916173		96.1	
2494	N	2.991367		11.8	
2495	F	2.846111		94.8	
2496	N	2.950066		10.1	
2497	F	2.864872		96.7	
2498	N	3.082465		10.7	
2499	F	2.889492		97.3	
2500	N	2.993741		11.0	
2500	EVAL		1.763736		
2501	F	2.919545		96.1	
2502	N	2.968574		11.5	
2503	F	2.890310		97.3	
2504	N	2.869257		11.5	
2505	F	2.785701		95.1	
2506	N	2.884413		11.3	
2507	F	2.859359		97.8	
2508	N	2.984806		11.4	
2509	F	2.942558		97.6	
2510	N	2.889184		10.3	
2511	F	2.872670		97.8	
2512	N	3.004093		10.9	
2513	F	2.966926		96.0	
2514	N	2.988770		9.5	
2515	F	2.894670		97.6	
2516	N	2.944375		10.3	
2517	F	2.905736		97.2	
2518	N	2.999692		10.8	
2519	F	2.816129		98.4	
2520	N	2.803020		11.2	
2521	F	2.855683		99.4	
2522	N	3.153299		10.8	
2523	F	2.905293		95.8	
2524	N	2.942053		12.2	
2525	F	2.943996		97.2	
2526	N	2.842320		11.6	
2527	F	2.928453		97.5	
2528	N	2.895883		11.3	
2529	F	2.655428		97.1	
2530	N	2.876468		11.6	
2531	F	2.811232		95.7	
2532	N	2.937318		10.3	
2533	F	2.925152		97.3	
2534	N	3.012651		11.5	
2535	F	2.910166		98.9	
2536	N	2.910686		11.3	
2537	F	2.891399		97.8	
2538	N	2.942836		11.7	
2539	F	2.867162		97.3	
2540	N	3.100140		9.4	
2541	F	2.831388		96.6	
2542	N	3.048015		11.1	
2543	F	2.664253		95.9	
2544	N	2.976328		10.7	
2545	F	2.832802		97.4	
2546	N	3.031571		11.4	
2547	F	2.861999		97.5	
2548	N	3.049035		11.5	
2549	F	2.894987		98.5	
2550	N	2.903245		11.5	
2550	EVAL		1.754991		
2551	F	2.848920		95.5	
2552	N	3.023081		11.7	
2553	F	2.934401		96.4	
2554	N	2.930210		10.8	
2555	F	2.839373		96.0	
2556	N	2.860319		10.4	
2557	F	2.881793		97.4	
2558	N	2.998822		11.1	
2559	F	2.795959		94.8	
2560	N	2.923962		11.5	
2561	F	2.760939		97.8	
2562	N	2.924639		11.9	
2563	F	2.855173		96.6	
2564	N	3.061910		12.0	
2565	F	2.943990		95.6	
2566	N	3.001277		11.0	
2567	F	2.873785		96.0	
2568	N	2.921250		11.0	
2569	F	2.875719		96.3	
2570	N	2.943116		10.1	
2571	F	3.100816		95.7	
2572	N	2.967961		12.1	
2573	F	2.783842		96.4	
2574	N	2.943710		10.3	
2575	F	2.895718		97.0	
2576	N	2.867111		11.1	
2577	F	2.912408		97.0	
2578	N	2.923129		11.2	
2579	F	2.945408		97.7	
2580	N	2.847889		10.6	
2581	F	2.765343		96.2	
2582	N	2.834717		11.5	
2583	F	2.861999		96.3	
2584	N	2.990817		11.2	
2585	F	2.775540		96.0	
2586	N	2.847743		10.5	
2587	F	2.862765		94.5	
2588	N	2.862585		10.9	
2589	F	2.894927		96.4	
2590	N	2.927013		10.3	
2591	F	2.892792		95.5	
2592	N	2.949327		10.1	
2593	F	2.853741		95.6	
2594	N	2.935561		10.6	
2595	F	2.851109		95.8	
2596	N	2.916977		10.6	
2597	F	2.784326		96.1	
2598	N	2.870641		10.3	
2599	F	2.922421		94.0	
2600	N	2.957597		11.3	
2600	EVAL		1.750916		
2601	F	2.853351		96.6	
2602	N	2.919519		10.9	
2603	F	2.954194		95.6	
2604	N	2.873144		9.7	
2605	F	2.843950		96.7	
2606	N	2.850331		10.4	
2607	F	2.882226		96.5	
2608	N	2.968677		11.2	
2609	F	2.732317		97.9	
2610	N	2.991817		10.5	
2611	F	2.887450		97.8	
2612	N	2.910984		10.3	
2613	F	2.805659		97.3	
2614	N	2.951940		11.2	
2615	F	2.901343		96.2	
2616	N	3.094696		10.7	
2617	F	2.951311		97.1	
2618	N	2.964194		11.8	
2619	F	2.844695		95.7	
2620	N	3.014855		11.3	
2621	F	2.879212		97.0	
2622	N	2.922460		11.1	
2623	F	2.894936		96.2	
2624	N	2.849978		10.6	
2625	F	3.057629		97.8	
2626	N	3.071227		11.5	
2627	F	3.089529		97.6	
2628	N	2.943197		10.8	
2629	F	2.831692		95.7	
2630	N	2.877216		9.3	
2631	F	3.104996		95.3	
2632	N	3.048170		11.8	
2633	F	2.916473		97.0	
2634	N	2.991839		9.8	
2635	F	2.835423		96.5	
2636	N	2.927547		11.6	
2637	F	2.840749		96.8	
2638	N	3.054797		10.7	
2639	F	2.905360		95.8	
2640	N	3.152148		11.3	
2641	F	2.972152		96.3	
2642	N	2.888928		11.0	
2643	F	2.933641		97.1	
2644	N	2.883443		9.9	
2645	F	2.955826		96.8	
2646	N	2.972262		9.4	
2647	F	2.886436		96.3	
2648	N	2.820964		9.4	
2649	F	3.008227		95.3	
2650	N	2.939666		11.8	
2650	EVAL		1.752536		
2651	F	2.751476		95.7	
2652	N	2.953548		11.3	
2653	F	2.904777		96.6	
2654	N	2.972067		10.4	
2655	F	2.909160		96.7	
2656	N	2.915144		11.4	
2657	F	2.835864		96.7	
2658	N	2.881300		10.9	
2659	F	2.858175		97.2	
2660	N	3.009923		11.5	
2661	F	2.906028		95.8	
2662	N	2.971449		10.6	
2663	F	2.992942		97.5	
2664	N	3.066858		11.0	
2665	F	3.020273		96.6	
2666	N	3.011587		10.7	
2667	F	2.912206		98.1	
2668	N	2.943630		11.0	
2669	F	3.020757		96.4	
2670	N	3.651077		10.5	
2671	F	2.900514		96.1	
2672	N	3.011519		11.2	
2673	F	2.819963		96.3	
2674	N	2.952879		10.6	
2675	F	2.979859		94.0	
2676	N	2.918591		12.0	
2677	F	2.865055		97.4	
2678	N	3.024815		10.4	
2679	F	3.033735		96.5	
2680	N	2.850634		10.4	
2681	F	2.837867		95.0	
2682	N	2.960202		11.1	
2683	F	2.912444		96.4	
2684	N	2.971224		9.1	
2685	F	2.904531		96.6	
2686	N	2.965977		10.4	
2687	F	2.822093		96.7	
2688	N	2.839554		11.9	
2689	F	2.835533		96.6	
2690	N	2.858875		12.0	
2691	F	2.788040		96.1	
2692	N	2.860206		11.2	
2693	F	2.933591		96.7	
2694	N	2.855238		10.2	
2695	F	2.867240		96.2	
2696	N	3.079984		11.3	
2697	F	2.789148		95.6	
2698	N	2.900255		11.0	
2699	F	2.946281		95.8	
2700	N	2.973968		10.9	
2700	EVAL		1.733437		
2701	F	2.904116		95.6	
2702	N	2.990098		9.9	
2703	F	2.908711		96.5	
2704	N	3.010751		10.9	
2705	F	2.927890		94.7	
2706	N	3.045437		11.4	
2707	F	3.003531		97.1	
2708	N	2.960109		10.3	
2709	F	2.822902		96.3	
2710	N	3.072370		11.2	
2711	F	2.865814		97.2	
2712	N	3.202673		9.6	
2713	F	3.237718		96.2	
2714	N	2.930915		11.1	
2715	F	2.823166		98.6	
2716	N	2.900372		11.0	
2717	F	2.853060		96.1	
2718	N	2.932890		9.8	
2719	F	2.852560		96.3	
2720	N	3.067351		11.4	
2721	F	2.968227		96.6	
2722	N	2.942935		11.1	
2723	F	2.785956		94.3	
2724	N	2.938077		10.3	
2725	F	2.824621		97.2	
2726	N	2.925418		10.2	
2727	F	2.642447		96.3	
2728	N	2.935601		9.6	
2729	F	2.897644		97.3	
2730	N	2.915073		10.6	
2731	F	2.828268		96.3	
2732	N	2.945547		11.5	
2733	F	2.923551		96.7	
2734	N	2.939159		10.6	
2735	F	2.914716		94.0	
2736	N	2.986655		10.5	
2737	F	2.931891		96.8	
2738	N	2.969883		11.1	
2739	F	2.832929		96.4	
2740	N	2.931420		11.4	
2741	F	3.145247		96.7	
2742	N	4.086490		9.7	
2743	F	3.021804		98.0	
2744	N	2.786478		11.2	
2745	F	2.889830		96.8	
2746	N	2.915377		11.4	
2747	F	2.859062		96.5	
2748	N	2.927634		11.0	
2749	F	2.904935		94.4	
2750	N	3.011448		9.6	
2750	EVAL		1.739044		
2751	F	2.908936		96.4	
2752	N	2.892842		11.0	
2753	F	2.947035		96.3	
2754	N	2.955217		10.7	
2755	F	2.931448		96.9	
2756	N	2.935156		10.3	
2757	F	2.956483		98.1	
2758	N	2.907682		11.3	
2759	F	2.971581		95.8	
2760	N	2.884889		9.5	
2761	F	2.863613		96.1	
2762	N	2.938860		10.5	
2763	F	2.912568		97.1	
2764	N	2.935456		11.1	
2765	F	2.886444		96.5	
2766	N	2.947568		10.3	
2767	F	2.849423		95.8	
2768	N	2.931156		9.0	
2769	F	2.867906		97.2	
2770	N	2.937539		10.9	
2771	F	2.912009		96.2	
2772	N	2.825433		10.5	
2773	F	2.907653		97.4	
2774	N	2.935031		11.1	
2775	F	2.879730		95.5	
2776	N	2.926446		11.1	
2777	F	2.783846		97.1	
2778	N	2.952445		10.9	
2779	F	2.771871		96.5	
2780	N	2.934118		10.7	
2781	F	3.245891		95.6	
2782	N	2.963562		9.4	
2783	F	2.925656		97.3	
2784	N	2.876165		9.9	
2785	F	2.822023		95.9	
2786	N	2.920274		11.2	
2787	F	2.914930		96.8	
2788	N	2.986145		11.7	
2789	F	2.882445		95.4	
2790	N	2.837644		11.4	
2791	F	2.938687		97.6	
2792	N	2.949137		11.4	
2793	F	2.811325		95.0	
2794	N	2.856030		11.3	
2795	F	2.891978		96.3	
2796	N	2.812746		11.3	
2797	F	2.833086		96.0	
2798	N	2.888223		10.3	
2799	F	2.484213		96.9	
2800	N	2.876463		11.4	
2800	EVAL		1.736560		
2801	F	2.851772		95.8	
2802	N	2.856514		10.6	
2803	F	2.817299		95.6	
2804	N	2.790477		11.6	
2805	F	2.827743		94.7	
2806	N	2.984116		10.3	
2807	F	2.836905		96.0	
2808	N	2.913812		10.5	
