Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 31,457,280
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,960
  scalars                 : 24
  total                   : 91,096,024
Estimated FLOPs per token: 4.443398e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011433 | lrm: 1.00 | dt: 792ms | tok/sec: 82,782 | mfu: 3.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.895565 | lrm: 1.00 | dt: 659ms | tok/sec: 99,457 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.522554 | lrm: 1.00 | dt: 659ms | tok/sec: 99,481 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.119595 | lrm: 1.00 | dt: 659ms | tok/sec: 99,497 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.777483 | lrm: 1.00 | dt: 659ms | tok/sec: 99,499 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.468827 | lrm: 1.00 | dt: 659ms | tok/sec: 99,502 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.215069 | lrm: 1.00 | dt: 657ms | tok/sec: 99,716 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.015522 | lrm: 1.00 | dt: 657ms | tok/sec: 99,812 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.841698 | lrm: 1.00 | dt: 657ms | tok/sec: 99,809 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.698091 | lrm: 1.00 | dt: 657ms | tok/sec: 99,790 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.571803 | lrm: 1.00 | dt: 656ms | tok/sec: 99,831 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.465797 | lrm: 1.00 | dt: 657ms | tok/sec: 99,793 | mfu: 4.5% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.382183 | lrm: 1.00 | dt: 657ms | tok/sec: 99,825 | mfu: 4.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.329188 | lrm: 1.00 | dt: 657ms | tok/sec: 99,797 | mfu: 4.5% | epoch: 1 | remaining: 298s    
step 00316 (67.0%) | loss: 3.579129 | lrm: 0.66 | dt: 657ms | tok/sec: 99,770 | mfu: 4.5% | epoch: 1 | remaining: 98s    
step 00317 (67.2%) | loss: 3.585089 | lrm: 0.66 | dt: 657ms | tok/sec: 99,743 | mfu: 4.5% | epoch: 1 | remaining: 98s    
step 00318 (67.4%) | loss: 3.601844 | lrm: 0.65 | dt: 657ms | tok/sec: 99,815 | mfu: 4.5% | epoch: 1 | remaining: 97s    
step 00319 (67.7%) | loss: 3.598786 | lrm: 0.65 | dt: 657ms | tok/sec: 99,793 | mfu: 4.5% | epoch: 1 | remaining: 96s    
step 00320 (67.9%) | loss: 3.595853 | lrm: 0.64 | dt: 657ms | tok/sec: 99,812 | mfu: 4.5% | epoch: 1 | remaining: 96s    
step 00321 (68.1%) | loss: 3.588567 | lrm: 0.64 | dt: 657ms | tok/sec: 99,791 | mfu: 4.5% | epoch: 1 | remaining: 95s    
step 00322 (68.3%) | loss: 3.581905 | lrm: 0.63 | dt: 657ms | tok/sec: 99,816 | mfu: 4.5% | epoch: 1 | remaining: 94s    
step 00323 (68.5%) | loss: 3.567712 | lrm: 0.63 | dt: 657ms | tok/sec: 99,799 | mfu: 4.5% | epoch: 1 | remaining: 94s    
step 00324 (68.8%) | loss: 3.553257 | lrm: 0.62 | dt: 657ms | tok/sec: 99,786 | mfu: 4.5% | epoch: 1 | remaining: 93s    
step 00325 (69.0%) | loss: 3.531918 | lrm: 0.62 | dt: 657ms | tok/sec: 99,737 | mfu: 4.5% | epoch: 1 | remaining: 92s    
step 00326 (69.2%) | loss: 3.526881 | lrm: 0.62 | dt: 657ms | tok/sec: 99,793 | mfu: 4.5% | epoch: 1 | remaining: 92s    
step 00327 (69.4%) | loss: 3.526204 | lrm: 0.61 | dt: 657ms | tok/sec: 99,808 | mfu: 4.5% | epoch: 1 | remaining: 91s    
step 00328 (69.6%) | loss: 3.506396 | lrm: 0.61 | dt: 657ms | tok/sec: 99,793 | mfu: 4.5% | epoch: 1 | remaining: 90s    
step 00329 (69.8%) | loss: 3.487972 | lrm: 0.60 | dt: 657ms | tok/sec: 99,786 | mfu: 4.5% | epoch: 1 | remaining: 90s    
step 00330 (70.1%) | loss: 3.471196 | lrm: 0.60 | dt: 657ms | tok/sec: 99,756 | mfu: 4.5% | epoch: 1 | remaining: 89s    
step 00331 (70.3%) | loss: 3.483684 | lrm: 0.59 | dt: 657ms | tok/sec: 99,766 | mfu: 4.5% | epoch: 1 | remaining: 88s    
step 00332 (70.5%) | loss: 3.494860 | lrm: 0.59 | dt: 657ms | tok/sec: 99,756 | mfu: 4.5% | epoch: 1 | remaining: 88s    
step 00333 (70.7%) | loss: 3.499832 | lrm: 0.59 | dt: 657ms | tok/sec: 99,766 | mfu: 4.5% | epoch: 1 | remaining: 87s    
step 00334 (70.9%) | loss: 3.498891 | lrm: 0.58 | dt: 657ms | tok/sec: 99,763 | mfu: 4.5% | epoch: 1 | remaining: 87s    
step 00335 (71.2%) | loss: 3.497404 | lrm: 0.58 | dt: 657ms | tok/sec: 99,769 | mfu: 4.5% | epoch: 1 | remaining: 86s    
step 00336 (71.4%) | loss: 3.496047 | lrm: 0.57 | dt: 702ms | tok/sec: 93,358 | mfu: 4.2% | epoch: 1 | remaining: 85s    
step 00337 (71.6%) | loss: 3.509418 | lrm: 0.57 | dt: 669ms | tok/sec: 97,918 | mfu: 4.4% | epoch: 1 | remaining: 84s    
step 00338 (71.8%) | loss: 3.498332 | lrm: 0.56 | dt: 657ms | tok/sec: 99,739 | mfu: 4.5% | epoch: 1 | remaining: 84s    
step 00339 (72.1%) | loss: 3.498156 | lrm: 0.56 | dt: 657ms | tok/sec: 99,775 | mfu: 4.5% | epoch: 1 | remaining: 83s    
step 00340 (72.3%) | loss: 3.500085 | lrm: 0.55 | dt: 657ms | tok/sec: 99,771 | mfu: 4.5% | epoch: 1 | remaining: 83s    
step 00341 (72.5%) | loss: 3.497808 | lrm: 0.55 | dt: 657ms | tok/sec: 99,795 | mfu: 4.5% | epoch: 1 | remaining: 82s    
step 00342 (72.7%) | loss: 3.502172 | lrm: 0.55 | dt: 657ms | tok/sec: 99,789 | mfu: 4.5% | epoch: 1 | remaining: 81s    
step 00343 (72.9%) | loss: 3.498867 | lrm: 0.54 | dt: 657ms | tok/sec: 99,783 | mfu: 4.5% | epoch: 1 | remaining: 81s    
step 00344 (73.2%) | loss: 3.482996 | lrm: 0.54 | dt: 657ms | tok/sec: 99,762 | mfu: 4.5% | epoch: 1 | remaining: 80s    
step 00345 (73.4%) | loss: 3.468470 | lrm: 0.53 | dt: 657ms | tok/sec: 99,733 | mfu: 4.5% | epoch: 1 | remaining: 79s    
step 00346 (73.6%) | loss: 3.493783 | lrm: 0.53 | dt: 657ms | tok/sec: 99,750 | mfu: 4.5% | epoch: 1 | remaining: 79s    
step 00347 (73.8%) | loss: 3.513578 | lrm: 0.52 | dt: 657ms | tok/sec: 99,713 | mfu: 4.5% | epoch: 1 | remaining: 78s    
step 00348 (74.0%) | loss: 3.508357 | lrm: 0.52 | dt: 657ms | tok/sec: 99,773 | mfu: 4.5% | epoch: 1 | remaining: 77s    
step 00349 (74.2%) | loss: 3.500431 | lrm: 0.52 | dt: 657ms | tok/sec: 99,764 | mfu: 4.5% | epoch: 1 | remaining: 77s    
step 00350 (74.5%) | loss: 3.503202 | lrm: 0.51 | dt: 657ms | tok/sec: 99,784 | mfu: 4.5% | epoch: 1 | remaining: 76s    
step 00351 (74.7%) | loss: 3.502138 | lrm: 0.51 | dt: 657ms | tok/sec: 99,772 | mfu: 4.5% | epoch: 1 | remaining: 75s    
step 00352 (74.9%) | loss: 3.491724 | lrm: 0.50 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 75s    
step 00353 (75.1%) | loss: 3.513931 | lrm: 0.50 | dt: 657ms | tok/sec: 99,777 | mfu: 4.5% | epoch: 1 | remaining: 74s    
step 00354 (75.3%) | loss: 3.512958 | lrm: 0.49 | dt: 657ms | tok/sec: 99,791 | mfu: 4.5% | epoch: 1 | remaining: 73s    
step 00355 (75.6%) | loss: 3.519636 | lrm: 0.49 | dt: 657ms | tok/sec: 99,786 | mfu: 4.5% | epoch: 1 | remaining: 73s    
step 00356 (75.8%) | loss: 3.505094 | lrm: 0.48 | dt: 657ms | tok/sec: 99,773 | mfu: 4.5% | epoch: 1 | remaining: 72s    
step 00357 (76.0%) | loss: 3.514786 | lrm: 0.48 | dt: 657ms | tok/sec: 99,767 | mfu: 4.5% | epoch: 1 | remaining: 71s    
step 00358 (76.2%) | loss: 3.511454 | lrm: 0.48 | dt: 657ms | tok/sec: 99,746 | mfu: 4.5% | epoch: 1 | remaining: 71s    
step 00359 (76.4%) | loss: 3.503639 | lrm: 0.47 | dt: 657ms | tok/sec: 99,782 | mfu: 4.5% | epoch: 1 | remaining: 70s    
step 00360 (76.7%) | loss: 3.506831 | lrm: 0.47 | dt: 657ms | tok/sec: 99,765 | mfu: 4.5% | epoch: 1 | remaining: 69s    
step 00361 (76.9%) | loss: 3.499521 | lrm: 0.46 | dt: 657ms | tok/sec: 99,732 | mfu: 4.5% | epoch: 1 | remaining: 69s    
step 00362 (77.1%) | loss: 3.475930 | lrm: 0.46 | dt: 657ms | tok/sec: 99,763 | mfu: 4.5% | epoch: 1 | remaining: 68s    
step 00363 (77.3%) | loss: 3.477788 | lrm: 0.45 | dt: 713ms | tok/sec: 91,921 | mfu: 4.1% | epoch: 1 | remaining: 67s    
step 00364 (77.6%) | loss: 3.473802 | lrm: 0.45 | dt: 658ms | tok/sec: 99,620 | mfu: 4.5% | epoch: 1 | remaining: 67s    
step 00365 (77.8%) | loss: 3.467380 | lrm: 0.44 | dt: 657ms | tok/sec: 99,788 | mfu: 4.5% | epoch: 1 | remaining: 66s    
step 00366 (78.0%) | loss: 3.471089 | lrm: 0.44 | dt: 657ms | tok/sec: 99,785 | mfu: 4.5% | epoch: 1 | remaining: 65s    
step 00367 (78.2%) | loss: 3.508047 | lrm: 0.44 | dt: 657ms | tok/sec: 99,788 | mfu: 4.5% | epoch: 1 | remaining: 65s    
step 00368 (78.4%) | loss: 3.490015 | lrm: 0.43 | dt: 657ms | tok/sec: 99,758 | mfu: 4.5% | epoch: 1 | remaining: 64s    
step 00369 (78.6%) | loss: 3.478325 | lrm: 0.43 | dt: 657ms | tok/sec: 99,781 | mfu: 4.5% | epoch: 1 | remaining: 63s    
step 00370 (78.9%) | loss: 3.475019 | lrm: 0.42 | dt: 657ms | tok/sec: 99,777 | mfu: 4.5% | epoch: 1 | remaining: 63s    
step 00371 (79.1%) | loss: 3.479101 | lrm: 0.42 | dt: 657ms | tok/sec: 99,776 | mfu: 4.5% | epoch: 1 | remaining: 62s    
step 00372 (79.3%) | loss: 3.463105 | lrm: 0.41 | dt: 657ms | tok/sec: 99,768 | mfu: 4.5% | epoch: 1 | remaining: 61s    
step 00373 (79.5%) | loss: 3.449804 | lrm: 0.41 | dt: 657ms | tok/sec: 99,779 | mfu: 4.5% | epoch: 1 | remaining: 61s    
step 00374 (79.7%) | loss: 3.457035 | lrm: 0.41 | dt: 657ms | tok/sec: 99,799 | mfu: 4.5% | epoch: 1 | remaining: 60s    
step 00375 (80.0%) | loss: 3.458777 | lrm: 0.40 | dt: 657ms | tok/sec: 99,781 | mfu: 4.5% | epoch: 1 | remaining: 59s    
step 00376 (80.2%) | loss: 3.464296 | lrm: 0.40 | dt: 657ms | tok/sec: 99,767 | mfu: 4.5% | epoch: 1 | remaining: 59s    
step 00377 (80.4%) | loss: 3.462337 | lrm: 0.39 | dt: 657ms | tok/sec: 99,770 | mfu: 4.5% | epoch: 1 | remaining: 58s    
step 00378 (80.6%) | loss: 3.461209 | lrm: 0.39 | dt: 657ms | tok/sec: 99,762 | mfu: 4.5% | epoch: 1 | remaining: 57s    
step 00379 (80.8%) | loss: 3.455936 | lrm: 0.38 | dt: 657ms | tok/sec: 99,706 | mfu: 4.5% | epoch: 1 | remaining: 57s    
step 00380 (81.1%) | loss: 3.452321 | lrm: 0.38 | dt: 657ms | tok/sec: 99,794 | mfu: 4.5% | epoch: 1 | remaining: 56s    
step 00381 (81.3%) | loss: 3.436321 | lrm: 0.37 | dt: 657ms | tok/sec: 99,778 | mfu: 4.5% | epoch: 1 | remaining: 56s    
step 00382 (81.5%) | loss: 3.425653 | lrm: 0.37 | dt: 657ms | tok/sec: 99,792 | mfu: 4.5% | epoch: 1 | remaining: 55s    
step 00383 (81.7%) | loss: 3.419570 | lrm: 0.37 | dt: 657ms | tok/sec: 99,776 | mfu: 4.5% | epoch: 1 | remaining: 54s    
step 00384 (81.9%) | loss: 3.407540 | lrm: 0.36 | dt: 657ms | tok/sec: 99,779 | mfu: 4.5% | epoch: 1 | remaining: 54s    
step 00385 (82.1%) | loss: 3.395454 | lrm: 0.36 | dt: 657ms | tok/sec: 99,774 | mfu: 4.5% | epoch: 1 | remaining: 53s    
step 00386 (82.4%) | loss: 3.375063 | lrm: 0.35 | dt: 657ms | tok/sec: 99,775 | mfu: 4.5% | epoch: 1 | remaining: 52s    
step 00387 (82.6%) | loss: 3.355217 | lrm: 0.35 | dt: 657ms | tok/sec: 99,761 | mfu: 4.5% | epoch: 1 | remaining: 52s    
step 00388 (82.8%) | loss: 3.358460 | lrm: 0.34 | dt: 659ms | tok/sec: 99,423 | mfu: 4.5% | epoch: 1 | remaining: 51s    
step 00389 (83.0%) | loss: 3.365134 | lrm: 0.34 | dt: 662ms | tok/sec: 98,939 | mfu: 4.4% | epoch: 1 | remaining: 50s    
step 00390 (83.2%) | loss: 3.356494 | lrm: 0.34 | dt: 710ms | tok/sec: 92,248 | mfu: 4.1% | epoch: 1 | remaining: 50s    
step 00391 (83.5%) | loss: 3.389541 | lrm: 0.33 | dt: 660ms | tok/sec: 99,356 | mfu: 4.5% | epoch: 1 | remaining: 49s    
step 00392 (83.7%) | loss: 3.382775 | lrm: 0.33 | dt: 659ms | tok/sec: 99,444 | mfu: 4.5% | epoch: 1 | remaining: 48s    
step 00393 (83.9%) | loss: 3.401256 | lrm: 0.32 | dt: 659ms | tok/sec: 99,448 | mfu: 4.5% | epoch: 1 | remaining: 48s    
step 00394 (84.1%) | loss: 3.412244 | lrm: 0.32 | dt: 658ms | tok/sec: 99,636 | mfu: 4.5% | epoch: 1 | remaining: 47s    
step 00395 (84.4%) | loss: 3.404501 | lrm: 0.31 | dt: 657ms | tok/sec: 99,766 | mfu: 4.5% | epoch: 1 | remaining: 46s    
step 00396 (84.6%) | loss: 3.399497 | lrm: 0.31 | dt: 657ms | tok/sec: 99,773 | mfu: 4.5% | epoch: 1 | remaining: 46s    
step 00397 (84.8%) | loss: 3.405107 | lrm: 0.30 | dt: 657ms | tok/sec: 99,756 | mfu: 4.5% | epoch: 1 | remaining: 45s    
step 00398 (85.0%) | loss: 3.392136 | lrm: 0.30 | dt: 657ms | tok/sec: 99,763 | mfu: 4.5% | epoch: 1 | remaining: 44s    
step 00399 (85.2%) | loss: 3.365390 | lrm: 0.30 | dt: 657ms | tok/sec: 99,786 | mfu: 4.5% | epoch: 1 | remaining: 44s    
step 00400 (85.5%) | loss: 3.372632 | lrm: 0.29 | dt: 657ms | tok/sec: 99,793 | mfu: 4.5% | epoch: 1 | remaining: 43s    
step 00401 (85.7%) | loss: 3.363918 | lrm: 0.29 | dt: 657ms | tok/sec: 99,759 | mfu: 4.5% | epoch: 1 | remaining: 42s    
step 00402 (85.9%) | loss: 3.376136 | lrm: 0.28 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 42s    
step 00403 (86.1%) | loss: 3.363017 | lrm: 0.28 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 41s    
step 00404 (86.3%) | loss: 3.360718 | lrm: 0.27 | dt: 657ms | tok/sec: 99,778 | mfu: 4.5% | epoch: 1 | remaining: 40s    
step 00405 (86.6%) | loss: 3.368851 | lrm: 0.27 | dt: 657ms | tok/sec: 99,771 | mfu: 4.5% | epoch: 1 | remaining: 40s    
step 00406 (86.8%) | loss: 3.370919 | lrm: 0.26 | dt: 657ms | tok/sec: 99,780 | mfu: 4.5% | epoch: 1 | remaining: 39s    
step 00407 (87.0%) | loss: 3.379040 | lrm: 0.26 | dt: 659ms | tok/sec: 99,438 | mfu: 4.5% | epoch: 1 | remaining: 38s    
step 00408 (87.2%) | loss: 3.365994 | lrm: 0.26 | dt: 659ms | tok/sec: 99,474 | mfu: 4.5% | epoch: 1 | remaining: 38s    
step 00409 (87.4%) | loss: 3.373719 | lrm: 0.25 | dt: 659ms | tok/sec: 99,496 | mfu: 4.5% | epoch: 1 | remaining: 37s    
step 00410 (87.6%) | loss: 3.368658 | lrm: 0.25 | dt: 659ms | tok/sec: 99,473 | mfu: 4.5% | epoch: 1 | remaining: 36s    
step 00411 (87.9%) | loss: 3.355031 | lrm: 0.24 | dt: 659ms | tok/sec: 99,434 | mfu: 4.5% | epoch: 1 | remaining: 36s    
step 00412 (88.1%) | loss: 3.363841 | lrm: 0.24 | dt: 659ms | tok/sec: 99,486 | mfu: 4.5% | epoch: 1 | remaining: 35s    
step 00413 (88.3%) | loss: 3.350094 | lrm: 0.23 | dt: 659ms | tok/sec: 99,468 | mfu: 4.5% | epoch: 1 | remaining: 34s    
step 00414 (88.5%) | loss: 3.343873 | lrm: 0.23 | dt: 659ms | tok/sec: 99,457 | mfu: 4.5% | epoch: 1 | remaining: 34s    
step 00415 (88.7%) | loss: 3.361285 | lrm: 0.23 | dt: 659ms | tok/sec: 99,407 | mfu: 4.5% | epoch: 1 | remaining: 33s    
step 00416 (89.0%) | loss: 3.347695 | lrm: 0.22 | dt: 698ms | tok/sec: 93,906 | mfu: 4.2% | epoch: 1 | remaining: 32s    
step 00417 (89.2%) | loss: 3.363743 | lrm: 0.22 | dt: 660ms | tok/sec: 99,343 | mfu: 4.5% | epoch: 1 | remaining: 32s    
step 00418 (89.4%) | loss: 3.364931 | lrm: 0.21 | dt: 659ms | tok/sec: 99,456 | mfu: 4.5% | epoch: 1 | remaining: 31s    
step 00419 (89.6%) | loss: 3.362202 | lrm: 0.21 | dt: 659ms | tok/sec: 99,471 | mfu: 4.5% | epoch: 1 | remaining: 30s    
step 00420 (89.9%) | loss: 3.350737 | lrm: 0.20 | dt: 659ms | tok/sec: 99,479 | mfu: 4.5% | epoch: 1 | remaining: 30s    
step 00421 (90.1%) | loss: 3.341320 | lrm: 0.20 | dt: 659ms | tok/sec: 99,407 | mfu: 4.5% | epoch: 1 | remaining: 29s    
step 00422 (90.3%) | loss: 3.345603 | lrm: 0.19 | dt: 659ms | tok/sec: 99,457 | mfu: 4.5% | epoch: 1 | remaining: 28s    
step 00423 (90.5%) | loss: 3.342519 | lrm: 0.19 | dt: 659ms | tok/sec: 99,447 | mfu: 4.5% | epoch: 1 | remaining: 28s    
step 00424 (90.7%) | loss: 3.335338 | lrm: 0.19 | dt: 659ms | tok/sec: 99,478 | mfu: 4.5% | epoch: 1 | remaining: 27s    
step 00425 (91.0%) | loss: 3.333994 | lrm: 0.18 | dt: 659ms | tok/sec: 99,482 | mfu: 4.5% | epoch: 1 | remaining: 26s    
step 00426 (91.2%) | loss: 3.351400 | lrm: 0.18 | dt: 659ms | tok/sec: 99,497 | mfu: 4.5% | epoch: 1 | remaining: 26s    
step 00427 (91.4%) | loss: 3.344861 | lrm: 0.17 | dt: 659ms | tok/sec: 99,488 | mfu: 4.5% | epoch: 1 | remaining: 25s    
step 00428 (91.6%) | loss: 3.336303 | lrm: 0.17 | dt: 659ms | tok/sec: 99,469 | mfu: 4.5% | epoch: 1 | remaining: 25s    
step 00429 (91.8%) | loss: 3.332008 | lrm: 0.16 | dt: 659ms | tok/sec: 99,467 | mfu: 4.5% | epoch: 1 | remaining: 24s    
step 00430 (92.1%) | loss: 3.345524 | lrm: 0.16 | dt: 659ms | tok/sec: 99,489 | mfu: 4.5% | epoch: 1 | remaining: 23s    
step 00431 (92.3%) | loss: 3.365118 | lrm: 0.15 | dt: 659ms | tok/sec: 99,474 | mfu: 4.5% | epoch: 1 | remaining: 23s    
step 00432 (92.5%) | loss: 3.360662 | lrm: 0.15 | dt: 659ms | tok/sec: 99,413 | mfu: 4.5% | epoch: 1 | remaining: 22s    
step 00433 (92.7%) | loss: 3.354353 | lrm: 0.15 | dt: 659ms | tok/sec: 99,480 | mfu: 4.5% | epoch: 1 | remaining: 21s    
step 00434 (92.9%) | loss: 3.359900 | lrm: 0.14 | dt: 659ms | tok/sec: 99,488 | mfu: 4.5% | epoch: 1 | remaining: 21s    
step 00435 (93.2%) | loss: 3.365305 | lrm: 0.14 | dt: 659ms | tok/sec: 99,477 | mfu: 4.5% | epoch: 1 | remaining: 20s    
step 00436 (93.4%) | loss: 3.352045 | lrm: 0.13 | dt: 659ms | tok/sec: 99,471 | mfu: 4.5% | epoch: 1 | remaining: 19s    
step 00437 (93.6%) | loss: 3.344277 | lrm: 0.13 | dt: 659ms | tok/sec: 99,478 | mfu: 4.5% | epoch: 1 | remaining: 19s    
step 00438 (93.8%) | loss: 3.345880 | lrm: 0.12 | dt: 659ms | tok/sec: 99,489 | mfu: 4.5% | epoch: 1 | remaining: 18s    
step 00439 (94.0%) | loss: 3.356539 | lrm: 0.12 | dt: 659ms | tok/sec: 99,477 | mfu: 4.5% | epoch: 1 | remaining: 17s    
step 00440 (94.2%) | loss: 3.343762 | lrm: 0.12 | dt: 659ms | tok/sec: 99,465 | mfu: 4.5% | epoch: 1 | remaining: 17s    
step 00441 (94.5%) | loss: 3.343359 | lrm: 0.11 | dt: 659ms | tok/sec: 99,399 | mfu: 4.5% | epoch: 1 | remaining: 16s    
step 00442 (94.7%) | loss: 3.344344 | lrm: 0.11 | dt: 719ms | tok/sec: 91,106 | mfu: 4.1% | epoch: 1 | remaining: 15s    
step 00443 (94.9%) | loss: 3.347248 | lrm: 0.10 | dt: 660ms | tok/sec: 99,313 | mfu: 4.5% | epoch: 1 | remaining: 15s    
step 00444 (95.1%) | loss: 3.346642 | lrm: 0.10 | dt: 659ms | tok/sec: 99,481 | mfu: 4.5% | epoch: 1 | remaining: 14s    
step 00445 (95.4%) | loss: 3.339533 | lrm: 0.09 | dt: 659ms | tok/sec: 99,421 | mfu: 4.5% | epoch: 1 | remaining: 13s    
step 00446 (95.6%) | loss: 3.331517 | lrm: 0.09 | dt: 659ms | tok/sec: 99,485 | mfu: 4.5% | epoch: 1 | remaining: 13s    
step 00447 (95.8%) | loss: 3.302216 | lrm: 0.08 | dt: 659ms | tok/sec: 99,472 | mfu: 4.5% | epoch: 1 | remaining: 12s    
step 00448 (96.0%) | loss: 3.317136 | lrm: 0.08 | dt: 659ms | tok/sec: 99,451 | mfu: 4.5% | epoch: 1 | remaining: 11s    
step 00449 (96.2%) | loss: 3.297722 | lrm: 0.08 | dt: 659ms | tok/sec: 99,488 | mfu: 4.5% | epoch: 1 | remaining: 11s    
step 00450 (96.5%) | loss: 3.301252 | lrm: 0.07 | dt: 659ms | tok/sec: 99,501 | mfu: 4.5% | epoch: 1 | remaining: 10s    
step 00451 (96.7%) | loss: 3.286629 | lrm: 0.07 | dt: 659ms | tok/sec: 99,457 | mfu: 4.5% | epoch: 1 | remaining: 9s    
step 00452 (96.9%) | loss: 3.268911 | lrm: 0.06 | dt: 659ms | tok/sec: 99,497 | mfu: 4.5% | epoch: 1 | remaining: 9s    
step 00453 (97.1%) | loss: 3.257494 | lrm: 0.06 | dt: 659ms | tok/sec: 99,489 | mfu: 4.5% | epoch: 1 | remaining: 8s    
step 00454 (97.3%) | loss: 3.302658 | lrm: 0.05 | dt: 657ms | tok/sec: 99,702 | mfu: 4.5% | epoch: 1 | remaining: 7s    
step 00455 (97.6%) | loss: 3.312036 | lrm: 0.05 | dt: 657ms | tok/sec: 99,801 | mfu: 4.5% | epoch: 1 | remaining: 7s    
step 00456 (97.8%) | loss: 3.300594 | lrm: 0.04 | dt: 657ms | tok/sec: 99,809 | mfu: 4.5% | epoch: 1 | remaining: 6s    
step 00457 (98.0%) | loss: 3.298835 | lrm: 0.04 | dt: 706ms | tok/sec: 92,881 | mfu: 4.2% | epoch: 1 | remaining: 5s    
step 00458 (98.2%) | loss: 3.277348 | lrm: 0.04 | dt: 660ms | tok/sec: 99,303 | mfu: 4.5% | epoch: 1 | remaining: 5s    
step 00459 (98.5%) | loss: 3.301718 | lrm: 0.03 | dt: 659ms | tok/sec: 99,455 | mfu: 4.5% | epoch: 1 | remaining: 4s    
step 00460 (98.7%) | loss: 3.315577 | lrm: 0.03 | dt: 659ms | tok/sec: 99,493 | mfu: 4.5% | epoch: 1 | remaining: 3s    
step 00461 (98.9%) | loss: 3.322141 | lrm: 0.02 | dt: 659ms | tok/sec: 99,500 | mfu: 4.5% | epoch: 1 | remaining: 3s    
step 00462 (99.1%) | loss: 3.331922 | lrm: 0.02 | dt: 659ms | tok/sec: 99,499 | mfu: 4.5% | epoch: 1 | remaining: 2s    
step 00463 (99.3%) | loss: 3.338817 | lrm: 0.01 | dt: 659ms | tok/sec: 99,418 | mfu: 4.5% | epoch: 1 | remaining: 1s    
step 00464 (99.6%) | loss: 3.338606 | lrm: 0.01 | dt: 659ms | tok/sec: 99,486 | mfu: 4.5% | epoch: 1 | remaining: 1s    
step 00465 (99.8%) | loss: 3.326348 | lrm: 0.00 | dt: 659ms | tok/sec: 99,454 | mfu: 4.5% | epoch: 1 | remaining: 0s    
step 00466 (100.0%) | loss: 3.323692 | lrm: 0.00 | dt: 659ms | tok/sec: 99,469 | mfu: 4.5% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.180076
training_seconds: 300.6
total_seconds:    393.9
peak_vram_mb:     8833.4
mfu_percent:      4.47
total_tokens_M:   30.6
num_steps:        467
num_params_M:     91.1
depth:            12
