Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 31,457,280
  lm_head                 : 5,242,880
  transformer_matrices    : 58,983,360
  scalars                 : 24
  total                   : 100,926,424
Estimated FLOPs per token: 5.033222e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011059 | lrm: 1.00 | dt: 860ms | tok/sec: 76,169 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.892312 | lrm: 1.00 | dt: 750ms | tok/sec: 87,370 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.534499 | lrm: 1.00 | dt: 750ms | tok/sec: 87,371 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.111837 | lrm: 1.00 | dt: 750ms | tok/sec: 87,355 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.751988 | lrm: 1.00 | dt: 800ms | tok/sec: 81,901 | mfu: 4.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.449299 | lrm: 1.00 | dt: 751ms | tok/sec: 87,230 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.210782 | lrm: 1.00 | dt: 751ms | tok/sec: 87,217 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.016869 | lrm: 1.00 | dt: 753ms | tok/sec: 87,090 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.850845 | lrm: 1.00 | dt: 753ms | tok/sec: 87,069 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.705286 | lrm: 1.00 | dt: 752ms | tok/sec: 87,094 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.580392 | lrm: 1.00 | dt: 753ms | tok/sec: 87,071 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.477669 | lrm: 1.00 | dt: 753ms | tok/sec: 87,027 | mfu: 4.4% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.388392 | lrm: 1.00 | dt: 753ms | tok/sec: 87,030 | mfu: 4.4% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.321155 | lrm: 1.00 | dt: 753ms | tok/sec: 87,055 | mfu: 4.4% | epoch: 1 | remaining: 298s    
step 00315 (77.0%) | loss: 3.538795 | lrm: 0.46 | dt: 753ms | tok/sec: 86,985 | mfu: 4.4% | epoch: 1 | remaining: 68s    
step 00316 (77.3%) | loss: 3.538539 | lrm: 0.45 | dt: 753ms | tok/sec: 86,998 | mfu: 4.4% | epoch: 1 | remaining: 67s    
step 00317 (77.5%) | loss: 3.536310 | lrm: 0.45 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 67s    
step 00318 (77.8%) | loss: 3.549456 | lrm: 0.44 | dt: 754ms | tok/sec: 86,956 | mfu: 4.4% | epoch: 1 | remaining: 66s    
step 00319 (78.0%) | loss: 3.547661 | lrm: 0.44 | dt: 753ms | tok/sec: 86,982 | mfu: 4.4% | epoch: 1 | remaining: 65s    
step 00320 (78.3%) | loss: 3.544344 | lrm: 0.43 | dt: 753ms | tok/sec: 87,004 | mfu: 4.4% | epoch: 1 | remaining: 64s    
step 00321 (78.5%) | loss: 3.532488 | lrm: 0.43 | dt: 753ms | tok/sec: 86,985 | mfu: 4.4% | epoch: 1 | remaining: 64s    
step 00322 (78.8%) | loss: 3.522119 | lrm: 0.42 | dt: 753ms | tok/sec: 86,989 | mfu: 4.4% | epoch: 1 | remaining: 63s    
step 00323 (79.0%) | loss: 3.510277 | lrm: 0.42 | dt: 753ms | tok/sec: 86,992 | mfu: 4.4% | epoch: 1 | remaining: 62s    
step 00324 (79.3%) | loss: 3.495956 | lrm: 0.41 | dt: 753ms | tok/sec: 86,975 | mfu: 4.4% | epoch: 1 | remaining: 61s    
step 00325 (79.5%) | loss: 3.492073 | lrm: 0.41 | dt: 754ms | tok/sec: 86,973 | mfu: 4.4% | epoch: 1 | remaining: 61s    
step 00326 (79.8%) | loss: 3.482989 | lrm: 0.40 | dt: 793ms | tok/sec: 82,625 | mfu: 4.2% | epoch: 1 | remaining: 60s    
step 00327 (80.0%) | loss: 3.486100 | lrm: 0.40 | dt: 770ms | tok/sec: 85,064 | mfu: 4.3% | epoch: 1 | remaining: 59s    
step 00328 (80.3%) | loss: 3.471408 | lrm: 0.39 | dt: 753ms | tok/sec: 86,979 | mfu: 4.4% | epoch: 1 | remaining: 58s    
step 00329 (80.5%) | loss: 3.462761 | lrm: 0.39 | dt: 753ms | tok/sec: 86,999 | mfu: 4.4% | epoch: 1 | remaining: 58s    
step 00330 (80.8%) | loss: 3.458146 | lrm: 0.38 | dt: 754ms | tok/sec: 86,959 | mfu: 4.4% | epoch: 1 | remaining: 57s    
step 00331 (81.0%) | loss: 3.458137 | lrm: 0.38 | dt: 753ms | tok/sec: 86,986 | mfu: 4.4% | epoch: 1 | remaining: 56s    
step 00332 (81.3%) | loss: 3.461607 | lrm: 0.37 | dt: 754ms | tok/sec: 86,875 | mfu: 4.4% | epoch: 1 | remaining: 55s    
step 00333 (81.5%) | loss: 3.450342 | lrm: 0.37 | dt: 753ms | tok/sec: 87,000 | mfu: 4.4% | epoch: 1 | remaining: 55s    
step 00334 (81.8%) | loss: 3.442377 | lrm: 0.36 | dt: 753ms | tok/sec: 87,001 | mfu: 4.4% | epoch: 1 | remaining: 54s    
step 00335 (82.0%) | loss: 3.443904 | lrm: 0.36 | dt: 753ms | tok/sec: 87,011 | mfu: 4.4% | epoch: 1 | remaining: 53s    
step 00336 (82.3%) | loss: 3.445974 | lrm: 0.35 | dt: 754ms | tok/sec: 86,958 | mfu: 4.4% | epoch: 1 | remaining: 52s    
step 00337 (82.5%) | loss: 3.454320 | lrm: 0.35 | dt: 753ms | tok/sec: 87,008 | mfu: 4.4% | epoch: 1 | remaining: 52s    
step 00338 (82.8%) | loss: 3.450833 | lrm: 0.34 | dt: 754ms | tok/sec: 86,911 | mfu: 4.4% | epoch: 1 | remaining: 51s    
step 00339 (83.1%) | loss: 3.449601 | lrm: 0.34 | dt: 753ms | tok/sec: 86,997 | mfu: 4.4% | epoch: 1 | remaining: 50s    
step 00340 (83.3%) | loss: 3.447357 | lrm: 0.33 | dt: 753ms | tok/sec: 86,995 | mfu: 4.4% | epoch: 1 | remaining: 49s    
step 00341 (83.6%) | loss: 3.445768 | lrm: 0.33 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 49s    
step 00342 (83.8%) | loss: 3.448376 | lrm: 0.32 | dt: 753ms | tok/sec: 87,006 | mfu: 4.4% | epoch: 1 | remaining: 48s    
step 00343 (84.1%) | loss: 3.456047 | lrm: 0.32 | dt: 754ms | tok/sec: 86,893 | mfu: 4.4% | epoch: 1 | remaining: 47s    
step 00344 (84.3%) | loss: 3.453902 | lrm: 0.31 | dt: 753ms | tok/sec: 86,982 | mfu: 4.4% | epoch: 1 | remaining: 46s    
step 00345 (84.6%) | loss: 3.456035 | lrm: 0.31 | dt: 754ms | tok/sec: 86,969 | mfu: 4.4% | epoch: 1 | remaining: 46s    
step 00346 (84.8%) | loss: 3.469365 | lrm: 0.30 | dt: 811ms | tok/sec: 80,770 | mfu: 4.1% | epoch: 1 | remaining: 45s    
step 00347 (85.1%) | loss: 3.478061 | lrm: 0.30 | dt: 754ms | tok/sec: 86,907 | mfu: 4.4% | epoch: 1 | remaining: 44s    
step 00348 (85.3%) | loss: 3.466850 | lrm: 0.29 | dt: 754ms | tok/sec: 86,968 | mfu: 4.4% | epoch: 1 | remaining: 43s    
step 00349 (85.6%) | loss: 3.461868 | lrm: 0.29 | dt: 754ms | tok/sec: 86,971 | mfu: 4.4% | epoch: 1 | remaining: 42s    
step 00350 (85.8%) | loss: 3.468811 | lrm: 0.28 | dt: 753ms | tok/sec: 87,012 | mfu: 4.4% | epoch: 1 | remaining: 42s    
step 00351 (86.1%) | loss: 3.470880 | lrm: 0.28 | dt: 753ms | tok/sec: 87,016 | mfu: 4.4% | epoch: 1 | remaining: 41s    
step 00352 (86.3%) | loss: 3.466030 | lrm: 0.27 | dt: 753ms | tok/sec: 87,016 | mfu: 4.4% | epoch: 1 | remaining: 40s    
step 00353 (86.6%) | loss: 3.475011 | lrm: 0.27 | dt: 753ms | tok/sec: 87,013 | mfu: 4.4% | epoch: 1 | remaining: 39s    
step 00354 (86.8%) | loss: 3.450324 | lrm: 0.26 | dt: 753ms | tok/sec: 86,992 | mfu: 4.4% | epoch: 1 | remaining: 39s    
step 00355 (87.1%) | loss: 3.443995 | lrm: 0.26 | dt: 753ms | tok/sec: 87,006 | mfu: 4.4% | epoch: 1 | remaining: 38s    
step 00356 (87.3%) | loss: 3.440237 | lrm: 0.25 | dt: 753ms | tok/sec: 86,998 | mfu: 4.4% | epoch: 1 | remaining: 37s    
step 00357 (87.6%) | loss: 3.437017 | lrm: 0.25 | dt: 753ms | tok/sec: 86,997 | mfu: 4.4% | epoch: 1 | remaining: 36s    
step 00358 (87.8%) | loss: 3.432259 | lrm: 0.24 | dt: 753ms | tok/sec: 86,998 | mfu: 4.4% | epoch: 1 | remaining: 36s    
step 00359 (88.1%) | loss: 3.429255 | lrm: 0.24 | dt: 754ms | tok/sec: 86,945 | mfu: 4.4% | epoch: 1 | remaining: 35s    
step 00360 (88.3%) | loss: 3.425718 | lrm: 0.23 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 34s    
step 00361 (88.6%) | loss: 3.426669 | lrm: 0.23 | dt: 756ms | tok/sec: 86,716 | mfu: 4.4% | epoch: 1 | remaining: 33s    
step 00362 (88.8%) | loss: 3.415034 | lrm: 0.22 | dt: 756ms | tok/sec: 86,725 | mfu: 4.4% | epoch: 1 | remaining: 33s    
step 00363 (89.1%) | loss: 3.409301 | lrm: 0.22 | dt: 756ms | tok/sec: 86,708 | mfu: 4.4% | epoch: 1 | remaining: 32s    
step 00364 (89.4%) | loss: 3.413657 | lrm: 0.21 | dt: 756ms | tok/sec: 86,698 | mfu: 4.4% | epoch: 1 | remaining: 31s    
step 00365 (89.6%) | loss: 3.401550 | lrm: 0.21 | dt: 797ms | tok/sec: 82,184 | mfu: 4.2% | epoch: 1 | remaining: 30s    
step 00366 (89.9%) | loss: 3.403879 | lrm: 0.20 | dt: 2651ms | tok/sec: 24,724 | mfu: 1.3% | epoch: 1 | remaining: 28s    
step 00367 (90.8%) | loss: 3.428708 | lrm: 0.18 | dt: 754ms | tok/sec: 86,936 | mfu: 4.4% | epoch: 1 | remaining: 27s    
step 00368 (91.0%) | loss: 3.418667 | lrm: 0.18 | dt: 754ms | tok/sec: 86,905 | mfu: 4.4% | epoch: 1 | remaining: 26s    
step 00369 (91.3%) | loss: 3.405461 | lrm: 0.17 | dt: 753ms | tok/sec: 86,978 | mfu: 4.4% | epoch: 1 | remaining: 25s    
step 00370 (91.5%) | loss: 3.400196 | lrm: 0.17 | dt: 753ms | tok/sec: 86,983 | mfu: 4.4% | epoch: 1 | remaining: 25s    
step 00371 (91.8%) | loss: 3.395274 | lrm: 0.16 | dt: 753ms | tok/sec: 86,998 | mfu: 4.4% | epoch: 1 | remaining: 24s    
step 00372 (92.0%) | loss: 3.393348 | lrm: 0.16 | dt: 753ms | tok/sec: 87,010 | mfu: 4.4% | epoch: 1 | remaining: 23s    
step 00373 (92.3%) | loss: 3.398888 | lrm: 0.15 | dt: 753ms | tok/sec: 87,022 | mfu: 4.4% | epoch: 1 | remaining: 22s    
step 00374 (92.5%) | loss: 3.407791 | lrm: 0.15 | dt: 753ms | tok/sec: 87,013 | mfu: 4.4% | epoch: 1 | remaining: 22s    
step 00375 (92.8%) | loss: 3.409826 | lrm: 0.14 | dt: 753ms | tok/sec: 87,011 | mfu: 4.4% | epoch: 1 | remaining: 21s    
step 00376 (93.0%) | loss: 3.406159 | lrm: 0.14 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 20s    
step 00377 (93.3%) | loss: 3.402968 | lrm: 0.13 | dt: 754ms | tok/sec: 86,972 | mfu: 4.4% | epoch: 1 | remaining: 19s    
step 00378 (93.5%) | loss: 3.392648 | lrm: 0.13 | dt: 753ms | tok/sec: 87,010 | mfu: 4.4% | epoch: 1 | remaining: 19s    
step 00379 (93.8%) | loss: 3.387139 | lrm: 0.12 | dt: 753ms | tok/sec: 86,992 | mfu: 4.4% | epoch: 1 | remaining: 18s    
step 00380 (94.0%) | loss: 3.390000 | lrm: 0.12 | dt: 754ms | tok/sec: 86,956 | mfu: 4.4% | epoch: 1 | remaining: 17s    
step 00381 (94.3%) | loss: 3.375706 | lrm: 0.11 | dt: 776ms | tok/sec: 84,441 | mfu: 4.3% | epoch: 1 | remaining: 16s    
step 00382 (94.5%) | loss: 3.363397 | lrm: 0.11 | dt: 792ms | tok/sec: 82,729 | mfu: 4.2% | epoch: 1 | remaining: 16s    
step 00383 (94.8%) | loss: 3.349012 | lrm: 0.10 | dt: 754ms | tok/sec: 86,888 | mfu: 4.4% | epoch: 1 | remaining: 15s    
step 00384 (95.0%) | loss: 3.353459 | lrm: 0.10 | dt: 753ms | tok/sec: 86,984 | mfu: 4.4% | epoch: 1 | remaining: 14s    
step 00385 (95.3%) | loss: 3.349968 | lrm: 0.09 | dt: 754ms | tok/sec: 86,954 | mfu: 4.4% | epoch: 1 | remaining: 13s    
step 00386 (95.5%) | loss: 3.347662 | lrm: 0.09 | dt: 753ms | tok/sec: 87,003 | mfu: 4.4% | epoch: 1 | remaining: 13s    
step 00387 (95.8%) | loss: 3.343752 | lrm: 0.08 | dt: 753ms | tok/sec: 86,987 | mfu: 4.4% | epoch: 1 | remaining: 12s    
step 00388 (96.0%) | loss: 3.341370 | lrm: 0.08 | dt: 753ms | tok/sec: 86,994 | mfu: 4.4% | epoch: 1 | remaining: 11s    
step 00389 (96.3%) | loss: 3.342548 | lrm: 0.07 | dt: 753ms | tok/sec: 86,989 | mfu: 4.4% | epoch: 1 | remaining: 10s    
step 00390 (96.5%) | loss: 3.341283 | lrm: 0.07 | dt: 753ms | tok/sec: 86,986 | mfu: 4.4% | epoch: 1 | remaining: 10s    
step 00391 (96.8%) | loss: 3.349660 | lrm: 0.06 | dt: 753ms | tok/sec: 86,999 | mfu: 4.4% | epoch: 1 | remaining: 9s    
step 00392 (97.1%) | loss: 3.357534 | lrm: 0.06 | dt: 753ms | tok/sec: 86,999 | mfu: 4.4% | epoch: 1 | remaining: 8s    
step 00393 (97.3%) | loss: 3.364183 | lrm: 0.05 | dt: 753ms | tok/sec: 86,999 | mfu: 4.4% | epoch: 1 | remaining: 7s    
step 00394 (97.6%) | loss: 3.368219 | lrm: 0.05 | dt: 753ms | tok/sec: 87,006 | mfu: 4.4% | epoch: 1 | remaining: 7s    
step 00395 (97.8%) | loss: 3.363442 | lrm: 0.04 | dt: 754ms | tok/sec: 86,970 | mfu: 4.4% | epoch: 1 | remaining: 6s    
step 00396 (98.1%) | loss: 3.368017 | lrm: 0.04 | dt: 753ms | tok/sec: 87,007 | mfu: 4.4% | epoch: 1 | remaining: 5s    
step 00397 (98.3%) | loss: 3.379594 | lrm: 0.03 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 4s    
step 00398 (98.6%) | loss: 3.373979 | lrm: 0.03 | dt: 753ms | tok/sec: 87,001 | mfu: 4.4% | epoch: 1 | remaining: 4s    
step 00399 (98.8%) | loss: 3.364119 | lrm: 0.02 | dt: 754ms | tok/sec: 86,950 | mfu: 4.4% | epoch: 1 | remaining: 3s    
step 00400 (99.1%) | loss: 3.359531 | lrm: 0.02 | dt: 753ms | tok/sec: 86,995 | mfu: 4.4% | epoch: 1 | remaining: 2s    
step 00401 (99.3%) | loss: 3.347656 | lrm: 0.01 | dt: 753ms | tok/sec: 86,981 | mfu: 4.4% | epoch: 1 | remaining: 1s    
step 00402 (99.6%) | loss: 3.348117 | lrm: 0.01 | dt: 753ms | tok/sec: 87,009 | mfu: 4.4% | epoch: 1 | remaining: 1s    
step 00403 (99.8%) | loss: 3.354201 | lrm: 0.00 | dt: 753ms | tok/sec: 86,999 | mfu: 4.4% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.197368
training_seconds: 300.2
total_seconds:    406.2
peak_vram_mb:     18635.5
mfu_percent:      4.38
total_tokens_M:   26.5
num_steps:        404
num_params_M:     100.9
depth:            12
