MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM Diffusion Training | num_unique_layers=0
Running PyTorch 2.11.0+cu130
val tokens:62021632 sequences:60568
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
model_params:19190656
world_size:8 grad_accum_steps:1
layers:8 dim:576 heads:8 kv_heads:4 mlp_mult:2
mask_eps:0.001 eval_t_samples:64 grad_clip:1.0 weight_clamp:100.0
step:32500/80000 train_loss:2.4619 train_time:2105884ms step_avg:64.80ms
step:32550/80000 train_loss:2.7110 train_time:2109077ms step_avg:64.79ms
step:32600/80000 train_loss:2.5842 train_time:2112255ms step_avg:64.79ms
step:32650/80000 train_loss:2.5467 train_time:2115517ms step_avg:64.79ms
step:32700/80000 train_loss:2.4273 train_time:2118697ms step_avg:64.79ms
step:32750/80000 train_loss:2.5821 train_time:2121899ms step_avg:64.79ms
step:32800/80000 train_loss:2.5169 train_time:2125060ms step_avg:64.79ms
step:32850/80000 train_loss:2.5278 train_time:2128358ms step_avg:64.79ms
step:32900/80000 train_loss:2.4841 train_time:2131555ms step_avg:64.79ms
step:32950/80000 train_loss:2.5420 train_time:2134745ms step_avg:64.79ms
step:33000/80000 train_loss:2.4485 train_time:2138012ms step_avg:64.79ms
step:33050/80000 train_loss:2.4786 train_time:2141191ms step_avg:64.79ms
step:33100/80000 train_loss:2.5044 train_time:2144361ms step_avg:64.78ms
step:33150/80000 train_loss:2.5835 train_time:2147528ms step_avg:64.78ms
step:33200/80000 train_loss:2.5673 train_time:2150799ms step_avg:64.78ms
step:33250/80000 train_loss:2.5267 train_time:2153983ms step_avg:64.78ms
step:33300/80000 train_loss:2.6061 train_time:2157185ms step_avg:64.78ms
step:33350/80000 train_loss:2.5084 train_time:2160350ms step_avg:64.78ms
step:33400/80000 train_loss:2.5542 train_time:2163641ms step_avg:64.78ms
step:33450/80000 train_loss:2.5179 train_time:2166815ms step_avg:64.78ms
step:33500/80000 train_loss:2.3941 train_time:2170015ms step_avg:64.78ms
step:33550/80000 train_loss:2.5566 train_time:2173188ms step_avg:64.77ms
step:33600/80000 train_loss:2.6439 train_time:2176458ms step_avg:64.78ms
step:33650/80000 train_loss:2.6347 train_time:2179610ms step_avg:64.77ms
step:33700/80000 train_loss:2.6733 train_time:2182786ms step_avg:64.77ms
step:33750/80000 train_loss:2.4970 train_time:2185981ms step_avg:64.77ms
step:33800/80000 train_loss:2.4911 train_time:2189266ms step_avg:64.77ms
step:33850/80000 train_loss:2.5958 train_time:2192446ms step_avg:64.77ms
step:33900/80000 train_loss:2.6524 train_time:2195636ms step_avg:64.77ms
step:33950/80000 train_loss:2.5913 train_time:2198827ms step_avg:64.77ms
step:34000/80000 train_loss:2.5142 train_time:2202115ms step_avg:64.77ms
step:34050/80000 train_loss:2.5584 train_time:2205295ms step_avg:64.77ms
step:34100/80000 train_loss:2.4878 train_time:2208489ms step_avg:64.77ms
step:34150/80000 train_loss:2.5085 train_time:2211750ms step_avg:64.77ms
step:34200/80000 train_loss:2.6592 train_time:2214936ms step_avg:64.76ms
step:34250/80000 train_loss:2.5175 train_time:2218111ms step_avg:64.76ms
step:34300/80000 train_loss:2.5464 train_time:2221295ms step_avg:64.76ms
step:34350/80000 train_loss:2.4832 train_time:2224578ms step_avg:64.76ms
step:34400/80000 train_loss:2.5306 train_time:2227752ms step_avg:64.76ms
step:34450/80000 train_loss:2.5413 train_time:2230935ms step_avg:64.76ms
step:34500/80000 train_loss:2.5237 train_time:2234120ms step_avg:64.76ms
step:34550/80000 train_loss:2.4709 train_time:2237387ms step_avg:64.76ms
step:34600/80000 train_loss:2.5912 train_time:2240567ms step_avg:64.76ms
step:34650/80000 train_loss:2.5289 train_time:2243760ms step_avg:64.75ms
step:34700/80000 train_loss:2.4148 train_time:2246953ms step_avg:64.75ms
step:34750/80000 train_loss:2.4678 train_time:2250223ms step_avg:64.75ms
step:34800/80000 train_loss:2.5003 train_time:2253405ms step_avg:64.75ms
step:34850/80000 train_loss:2.4721 train_time:2256570ms step_avg:64.75ms
step:34900/80000 train_loss:2.4790 train_time:2259753ms step_avg:64.75ms
step:34950/80000 train_loss:2.5259 train_time:2263017ms step_avg:64.75ms
step:35000/80000 train_loss:2.5445 train_time:2266182ms step_avg:64.75ms
step:35050/80000 train_loss:2.3930 train_time:2269365ms step_avg:64.75ms
step:35100/80000 train_loss:2.6240 train_time:2272645ms step_avg:64.75ms
step:35150/80000 train_loss:2.6368 train_time:2275825ms step_avg:64.75ms
step:35200/80000 train_loss:2.6306 train_time:2279016ms step_avg:64.74ms
step:35250/80000 train_loss:2.6643 train_time:2282208ms step_avg:64.74ms
step:35300/80000 train_loss:2.4884 train_time:2285501ms step_avg:64.75ms
step:35350/80000 train_loss:2.4842 train_time:2288675ms step_avg:64.74ms
step:35400/80000 train_loss:2.5056 train_time:2291844ms step_avg:64.74ms
step:35450/80000 train_loss:2.6554 train_time:2295000ms step_avg:64.74ms
step:35500/80000 train_loss:2.5249 train_time:2298255ms step_avg:64.74ms
step:35550/80000 train_loss:2.4382 train_time:2301425ms step_avg:64.74ms
step:35600/80000 train_loss:2.5827 train_time:2304611ms step_avg:64.74ms
step:35650/80000 train_loss:2.6404 train_time:2307785ms step_avg:64.73ms
step:35700/80000 train_loss:2.6442 train_time:2311042ms step_avg:64.74ms
step:35750/80000 train_loss:2.5290 train_time:2314234ms step_avg:64.73ms
step:35800/80000 train_loss:2.4490 train_time:2317419ms step_avg:64.73ms
step:35850/80000 train_loss:2.5777 train_time:2320623ms step_avg:64.73ms
step:35900/80000 train_loss:2.4415 train_time:2323878ms step_avg:64.73ms
step:35950/80000 train_loss:2.3195 train_time:2327088ms step_avg:64.73ms
step:36000/80000 train_loss:2.8489 train_time:2330286ms step_avg:64.73ms
step:36000/80000 val_loss:2.5413 val_bpb:1.5247 train_time:2330326ms step_avg:64.73ms
step:36050/80000 train_loss:2.6780 train_time:2333576ms step_avg:64.73ms
step:36100/80000 train_loss:2.6288 train_time:2336760ms step_avg:64.73ms
step:36150/80000 train_loss:2.5370 train_time:2339921ms step_avg:64.73ms
step:36200/80000 train_loss:2.5057 train_time:2343101ms step_avg:64.73ms
step:36250/80000 train_loss:2.8293 train_time:2346400ms step_avg:64.73ms
step:36300/80000 train_loss:2.5721 train_time:2349592ms step_avg:64.73ms
step:36350/80000 train_loss:2.5044 train_time:2352768ms step_avg:64.73ms
step:36400/80000 train_loss:2.5593 train_time:2355945ms step_avg:64.72ms
step:36450/80000 train_loss:2.6287 train_time:2359206ms step_avg:64.72ms
step:36500/80000 train_loss:2.5263 train_time:2362394ms step_avg:64.72ms
step:36550/80000 train_loss:2.4980 train_time:2365592ms step_avg:64.72ms
step:36600/80000 train_loss:2.6274 train_time:2368790ms step_avg:64.72ms
step:36650/80000 train_loss:2.4135 train_time:2372068ms step_avg:64.72ms
step:36700/80000 train_loss:2.6889 train_time:2375238ms step_avg:64.72ms
step:36750/80000 train_loss:2.4581 train_time:2378412ms step_avg:64.72ms
step:36800/80000 train_loss:2.5366 train_time:2381594ms step_avg:64.72ms
step:36850/80000 train_loss:2.3072 train_time:2384876ms step_avg:64.72ms
step:36900/80000 train_loss:2.4748 train_time:2388059ms step_avg:64.72ms
step:36950/80000 train_loss:2.5401 train_time:2391244ms step_avg:64.72ms
step:37000/80000 train_loss:2.6266 train_time:2394423ms step_avg:64.71ms
step:37050/80000 train_loss:2.5169 train_time:2397690ms step_avg:64.71ms
step:37100/80000 train_loss:2.5337 train_time:2400897ms step_avg:64.71ms
step:37150/80000 train_loss:2.4670 train_time:2404098ms step_avg:64.71ms
step:37200/80000 train_loss:2.5151 train_time:2407353ms step_avg:64.71ms
step:37250/80000 train_loss:2.5931 train_time:2410560ms step_avg:64.71ms
step:37300/80000 train_loss:2.5257 train_time:2413754ms step_avg:64.71ms
step:37350/80000 train_loss:2.0851 train_time:2416948ms step_avg:64.71ms
step:37400/80000 train_loss:2.5958 train_time:2420248ms step_avg:64.71ms
step:37450/80000 train_loss:2.3333 train_time:2423418ms step_avg:64.71ms
step:37500/80000 train_loss:2.4610 train_time:2426601ms step_avg:64.71ms
step:37550/80000 train_loss:2.5290 train_time:2429800ms step_avg:64.71ms
step:37600/80000 train_loss:2.6063 train_time:2433095ms step_avg:64.71ms
step:37650/80000 train_loss:2.4384 train_time:2436281ms step_avg:64.71ms
step:37700/80000 train_loss:2.4947 train_time:2439480ms step_avg:64.71ms
step:37750/80000 train_loss:2.4767 train_time:2442660ms step_avg:64.71ms
step:37800/80000 train_loss:2.5324 train_time:2445930ms step_avg:64.71ms
step:37850/80000 train_loss:2.6335 train_time:2449109ms step_avg:64.71ms
step:37900/80000 train_loss:2.4934 train_time:2452310ms step_avg:64.70ms
step:37950/80000 train_loss:2.5034 train_time:2455491ms step_avg:64.70ms
step:38000/80000 train_loss:2.6684 train_time:2458777ms step_avg:64.70ms
step:38050/80000 train_loss:2.6303 train_time:2461936ms step_avg:64.70ms
step:38100/80000 train_loss:2.6228 train_time:2465122ms step_avg:64.70ms
step:38150/80000 train_loss:2.5152 train_time:2468366ms step_avg:64.70ms
step:38200/80000 train_loss:2.5571 train_time:2471535ms step_avg:64.70ms
step:38250/80000 train_loss:2.5819 train_time:2474720ms step_avg:64.70ms
step:38300/80000 train_loss:2.4182 train_time:2477886ms step_avg:64.70ms
step:38350/80000 train_loss:2.5898 train_time:2481152ms step_avg:64.70ms
step:38400/80000 train_loss:2.5653 train_time:2484328ms step_avg:64.70ms
step:38450/80000 train_loss:2.5742 train_time:2487510ms step_avg:64.69ms
step:38500/80000 train_loss:2.3671 train_time:2490687ms step_avg:64.69ms
step:38550/80000 train_loss:2.4977 train_time:2493965ms step_avg:64.69ms
step:38600/80000 train_loss:2.5358 train_time:2497152ms step_avg:64.69ms
step:38650/80000 train_loss:2.6006 train_time:2500320ms step_avg:64.69ms
step:38700/80000 train_loss:2.4903 train_time:2503496ms step_avg:64.69ms
step:38750/80000 train_loss:2.6386 train_time:2506752ms step_avg:64.69ms
step:38800/80000 train_loss:2.6850 train_time:2509961ms step_avg:64.69ms
step:38850/80000 train_loss:2.5872 train_time:2513158ms step_avg:64.69ms
step:38900/80000 train_loss:2.6204 train_time:2516323ms step_avg:64.69ms
step:38950/80000 train_loss:2.3258 train_time:2519599ms step_avg:64.69ms
step:39000/80000 train_loss:2.4969 train_time:2522787ms step_avg:64.69ms
step:39050/80000 train_loss:2.4740 train_time:2525958ms step_avg:64.69ms
step:39100/80000 train_loss:2.5142 train_time:2529139ms step_avg:64.68ms
step:39150/80000 train_loss:2.4266 train_time:2532403ms step_avg:64.68ms
step:39200/80000 train_loss:2.5157 train_time:2535588ms step_avg:64.68ms
step:39250/80000 train_loss:2.4735 train_time:2538776ms step_avg:64.68ms
step:39300/80000 train_loss:2.5848 train_time:2542063ms step_avg:64.68ms
step:39350/80000 train_loss:2.4682 train_time:2545250ms step_avg:64.68ms
step:39400/80000 train_loss:2.6100 train_time:2548440ms step_avg:64.68ms
step:39450/80000 train_loss:2.4764 train_time:2551617ms step_avg:64.68ms
step:39500/80000 train_loss:2.5284 train_time:2554900ms step_avg:64.68ms
step:39550/80000 train_loss:2.3221 train_time:2558075ms step_avg:64.68ms
step:39600/80000 train_loss:2.4518 train_time:2561271ms step_avg:64.68ms
step:39650/80000 train_loss:2.5368 train_time:2564453ms step_avg:64.68ms
step:39700/80000 train_loss:2.5317 train_time:2567734ms step_avg:64.68ms
step:39750/80000 train_loss:2.5514 train_time:2570894ms step_avg:64.68ms
step:39800/80000 train_loss:2.4888 train_time:2574066ms step_avg:64.68ms
step:39850/80000 train_loss:2.6492 train_time:2577258ms step_avg:64.67ms
step:39900/80000 train_loss:2.5128 train_time:2580533ms step_avg:64.68ms
step:39950/80000 train_loss:2.4705 train_time:2583716ms step_avg:64.67ms
step:40000/80000 train_loss:2.5231 train_time:2586906ms step_avg:64.67ms
step:40000/80000 val_loss:2.5371 val_bpb:1.5222 train_time:2586950ms step_avg:64.67ms
step:40050/80000 train_loss:2.4849 train_time:2590109ms step_avg:64.67ms
step:40100/80000 train_loss:2.4991 train_time:2593359ms step_avg:64.67ms
step:40150/80000 train_loss:2.5020 train_time:2596541ms step_avg:64.67ms
step:40200/80000 train_loss:2.4395 train_time:2599695ms step_avg:64.67ms
step:40250/80000 train_loss:2.5983 train_time:2602972ms step_avg:64.67ms
step:40300/80000 train_loss:2.5077 train_time:2606141ms step_avg:64.67ms
step:40350/80000 train_loss:2.5959 train_time:2609325ms step_avg:64.67ms
step:40400/80000 train_loss:2.5910 train_time:2612497ms step_avg:64.67ms
step:40450/80000 train_loss:2.5546 train_time:2615781ms step_avg:64.67ms
step:40500/80000 train_loss:2.5531 train_time:2618998ms step_avg:64.67ms
step:40550/80000 train_loss:2.7896 train_time:2622173ms step_avg:64.67ms
step:40600/80000 train_loss:2.4621 train_time:2625359ms step_avg:64.66ms
step:40650/80000 train_loss:2.5493 train_time:2628642ms step_avg:64.67ms
step:40700/80000 train_loss:2.5197 train_time:2631844ms step_avg:64.66ms
step:40750/80000 train_loss:2.4662 train_time:2635025ms step_avg:64.66ms
step:40800/80000 train_loss:2.6889 train_time:2638215ms step_avg:64.66ms
step:40850/80000 train_loss:2.4277 train_time:2641508ms step_avg:64.66ms
step:40900/80000 train_loss:2.6185 train_time:2644685ms step_avg:64.66ms
step:40950/80000 train_loss:2.5473 train_time:2647891ms step_avg:64.66ms
step:41000/80000 train_loss:2.4099 train_time:2651112ms step_avg:64.66ms
step:41050/80000 train_loss:2.4929 train_time:2654421ms step_avg:64.66ms
step:41100/80000 train_loss:2.3821 train_time:2657608ms step_avg:64.66ms
step:41150/80000 train_loss:2.4395 train_time:2660764ms step_avg:64.66ms
step:41200/80000 train_loss:2.5050 train_time:2664020ms step_avg:64.66ms
step:41250/80000 train_loss:2.5583 train_time:2667194ms step_avg:64.66ms
step:41300/80000 train_loss:2.6515 train_time:2670360ms step_avg:64.66ms
step:41350/80000 train_loss:2.5729 train_time:2673528ms step_avg:64.66ms
step:41400/80000 train_loss:2.5771 train_time:2676787ms step_avg:64.66ms
step:41450/80000 train_loss:2.5930 train_time:2679952ms step_avg:64.66ms
step:41500/80000 train_loss:2.5868 train_time:2683135ms step_avg:64.65ms
step:41550/80000 train_loss:2.5262 train_time:2686322ms step_avg:64.65ms
step:41600/80000 train_loss:2.4793 train_time:2689611ms step_avg:64.65ms
step:41650/80000 train_loss:2.5459 train_time:2692811ms step_avg:64.65ms
step:41700/80000 train_loss:2.5759 train_time:2696003ms step_avg:64.65ms
step:41750/80000 train_loss:2.5522 train_time:2699170ms step_avg:64.65ms
step:41800/80000 train_loss:2.4810 train_time:2702449ms step_avg:64.65ms
step:41850/80000 train_loss:2.5062 train_time:2705610ms step_avg:64.65ms
step:41900/80000 train_loss:2.2764 train_time:2708800ms step_avg:64.65ms
step:41950/80000 train_loss:2.3867 train_time:2711978ms step_avg:64.65ms
step:42000/80000 train_loss:2.4061 train_time:2715253ms step_avg:64.65ms
step:42050/80000 train_loss:2.3960 train_time:2718439ms step_avg:64.65ms
step:42100/80000 train_loss:2.5365 train_time:2721607ms step_avg:64.65ms
step:42150/80000 train_loss:2.6294 train_time:2724798ms step_avg:64.65ms
step:42200/80000 train_loss:2.5952 train_time:2728074ms step_avg:64.65ms
step:42250/80000 train_loss:2.6146 train_time:2731258ms step_avg:64.65ms
step:42300/80000 train_loss:2.6368 train_time:2734425ms step_avg:64.64ms
step:42350/80000 train_loss:2.6433 train_time:2737678ms step_avg:64.64ms
step:42400/80000 train_loss:2.4679 train_time:2740859ms step_avg:64.64ms
step:42450/80000 train_loss:2.5591 train_time:2744040ms step_avg:64.64ms
step:42500/80000 train_loss:2.7118 train_time:2747213ms step_avg:64.64ms
step:42550/80000 train_loss:2.4521 train_time:2750482ms step_avg:64.64ms
step:42600/80000 train_loss:2.5346 train_time:2753658ms step_avg:64.64ms
step:42650/80000 train_loss:2.4267 train_time:2756839ms step_avg:64.64ms
step:42700/80000 train_loss:2.4855 train_time:2760017ms step_avg:64.64ms
step:42750/80000 train_loss:2.5534 train_time:2763266ms step_avg:64.64ms
step:42800/80000 train_loss:2.4301 train_time:2766458ms step_avg:64.64ms
step:42850/80000 train_loss:2.5163 train_time:2769656ms step_avg:64.64ms
step:42900/80000 train_loss:2.4383 train_time:2772822ms step_avg:64.63ms
step:42950/80000 train_loss:2.4109 train_time:2776105ms step_avg:64.64ms
step:43000/80000 train_loss:2.4961 train_time:2779284ms step_avg:64.63ms
step:43050/80000 train_loss:2.5692 train_time:2782506ms step_avg:64.63ms
step:43100/80000 train_loss:2.5516 train_time:2785692ms step_avg:64.63ms
step:43150/80000 train_loss:2.4024 train_time:2788970ms step_avg:64.63ms
step:43200/80000 train_loss:2.5507 train_time:2792177ms step_avg:64.63ms
step:43250/80000 train_loss:2.5799 train_time:2795366ms step_avg:64.63ms
step:43300/80000 train_loss:2.7282 train_time:2798642ms step_avg:64.63ms
step:43350/80000 train_loss:2.5153 train_time:2801822ms step_avg:64.63ms
step:43400/80000 train_loss:2.5602 train_time:2804998ms step_avg:64.63ms
step:43450/80000 train_loss:2.4573 train_time:2808187ms step_avg:64.63ms
step:43500/80000 train_loss:2.5319 train_time:2811470ms step_avg:64.63ms
step:43550/80000 train_loss:2.5571 train_time:2814643ms step_avg:64.63ms
step:43600/80000 train_loss:2.4851 train_time:2817836ms step_avg:64.63ms
step:43650/80000 train_loss:2.5721 train_time:2821029ms step_avg:64.63ms
step:43700/80000 train_loss:2.6363 train_time:2824311ms step_avg:64.63ms
step:43750/80000 train_loss:2.4644 train_time:2827506ms step_avg:64.63ms
step:43800/80000 train_loss:2.6071 train_time:2830700ms step_avg:64.63ms
step:43850/80000 train_loss:2.3881 train_time:2833867ms step_avg:64.63ms
step:43900/80000 train_loss:2.4583 train_time:2837140ms step_avg:64.63ms
step:43950/80000 train_loss:2.5449 train_time:2840325ms step_avg:64.63ms
step:44000/80000 train_loss:2.5649 train_time:2843511ms step_avg:64.63ms
step:44000/80000 val_loss:2.5335 val_bpb:1.5200 train_time:2843554ms step_avg:64.63ms
step:44050/80000 train_loss:2.5887 train_time:2846683ms step_avg:64.62ms
step:44100/80000 train_loss:2.5537 train_time:2849961ms step_avg:64.62ms
step:44150/80000 train_loss:2.5848 train_time:2853148ms step_avg:64.62ms
step:44200/80000 train_loss:2.6577 train_time:2856352ms step_avg:64.62ms
step:44250/80000 train_loss:2.5521 train_time:2859541ms step_avg:64.62ms
step:44300/80000 train_loss:2.5147 train_time:2862823ms step_avg:64.62ms
step:44350/80000 train_loss:2.4496 train_time:2866006ms step_avg:64.62ms
step:44400/80000 train_loss:2.4778 train_time:2869182ms step_avg:64.62ms
step:44450/80000 train_loss:2.4222 train_time:2872461ms step_avg:64.62ms
step:44500/80000 train_loss:2.6338 train_time:2875620ms step_avg:64.62ms
step:44550/80000 train_loss:2.5156 train_time:2878775ms step_avg:64.62ms
step:44600/80000 train_loss:2.4301 train_time:2881943ms step_avg:64.62ms
step:44650/80000 train_loss:2.6341 train_time:2885204ms step_avg:64.62ms
step:44700/80000 train_loss:2.4910 train_time:2888386ms step_avg:64.62ms
step:44750/80000 train_loss:2.4248 train_time:2891599ms step_avg:64.62ms
step:44800/80000 train_loss:2.5923 train_time:2894780ms step_avg:64.62ms
step:44850/80000 train_loss:2.4016 train_time:2898081ms step_avg:64.62ms
step:44900/80000 train_loss:2.5720 train_time:2901266ms step_avg:64.62ms
step:44950/80000 train_loss:2.5196 train_time:2904453ms step_avg:64.62ms
step:45000/80000 train_loss:2.4102 train_time:2907665ms step_avg:64.61ms
step:45050/80000 train_loss:2.5117 train_time:2910937ms step_avg:64.62ms
step:45100/80000 train_loss:2.5457 train_time:2914126ms step_avg:64.61ms
step:45150/80000 train_loss:2.5864 train_time:2917342ms step_avg:64.61ms
step:45200/80000 train_loss:2.5634 train_time:2920518ms step_avg:64.61ms
step:45250/80000 train_loss:2.5017 train_time:2923796ms step_avg:64.61ms
step:45300/80000 train_loss:2.6837 train_time:2926977ms step_avg:64.61ms
step:45350/80000 train_loss:2.6318 train_time:2930159ms step_avg:64.61ms
step:45400/80000 train_loss:2.4361 train_time:2933406ms step_avg:64.61ms
step:45450/80000 train_loss:2.4804 train_time:2936602ms step_avg:64.61ms
step:45500/80000 train_loss:2.6042 train_time:2939760ms step_avg:64.61ms
step:45550/80000 train_loss:2.6299 train_time:2942958ms step_avg:64.61ms
step:45600/80000 train_loss:2.5681 train_time:2946223ms step_avg:64.61ms
step:45650/80000 train_loss:2.4754 train_time:2949406ms step_avg:64.61ms
step:45700/80000 train_loss:2.5275 train_time:2952603ms step_avg:64.61ms
step:45750/80000 train_loss:2.5100 train_time:2955778ms step_avg:64.61ms
step:45800/80000 train_loss:2.5126 train_time:2959075ms step_avg:64.61ms
step:45850/80000 train_loss:2.5807 train_time:2962271ms step_avg:64.61ms
step:45900/80000 train_loss:2.4999 train_time:2965472ms step_avg:64.61ms
step:45950/80000 train_loss:2.5306 train_time:2968676ms step_avg:64.61ms
step:46000/80000 train_loss:2.5044 train_time:2971953ms step_avg:64.61ms
step:46050/80000 train_loss:2.6217 train_time:2975135ms step_avg:64.61ms
step:46100/80000 train_loss:2.5119 train_time:2978329ms step_avg:64.61ms
step:46150/80000 train_loss:2.5912 train_time:2981513ms step_avg:64.60ms
step:46200/80000 train_loss:2.5944 train_time:2984772ms step_avg:64.61ms
step:46250/80000 train_loss:2.5959 train_time:2987949ms step_avg:64.60ms
step:46300/80000 train_loss:2.5358 train_time:2991127ms step_avg:64.60ms
step:46350/80000 train_loss:2.6445 train_time:2994403ms step_avg:64.60ms
step:46400/80000 train_loss:2.4668 train_time:2997596ms step_avg:64.60ms
step:46450/80000 train_loss:2.5438 train_time:3000782ms step_avg:64.60ms
step:46500/80000 train_loss:2.6013 train_time:3003950ms step_avg:64.60ms
step:46550/80000 train_loss:2.5553 train_time:3007233ms step_avg:64.60ms
step:46600/80000 train_loss:2.5446 train_time:3010406ms step_avg:64.60ms
step:46650/80000 train_loss:2.5039 train_time:3013590ms step_avg:64.60ms
step:46700/80000 train_loss:2.5003 train_time:3016767ms step_avg:64.60ms
step:46750/80000 train_loss:2.4773 train_time:3020018ms step_avg:64.60ms
step:46800/80000 train_loss:2.5859 train_time:3023208ms step_avg:64.60ms
step:46850/80000 train_loss:2.3702 train_time:3026376ms step_avg:64.60ms
step:46900/80000 train_loss:2.3585 train_time:3029553ms step_avg:64.60ms
step:46950/80000 train_loss:2.5234 train_time:3032834ms step_avg:64.60ms
step:47000/80000 train_loss:2.9702 train_time:3036018ms step_avg:64.60ms
step:47050/80000 train_loss:2.5188 train_time:3039203ms step_avg:64.60ms
step:47100/80000 train_loss:2.5252 train_time:3042406ms step_avg:64.59ms
step:47150/80000 train_loss:2.5318 train_time:3045672ms step_avg:64.60ms
step:47200/80000 train_loss:2.6596 train_time:3048863ms step_avg:64.59ms
step:47250/80000 train_loss:2.5354 train_time:3052068ms step_avg:64.59ms
step:47300/80000 train_loss:2.5720 train_time:3055249ms step_avg:64.59ms
step:47350/80000 train_loss:2.4988 train_time:3058518ms step_avg:64.59ms
step:47400/80000 train_loss:2.4547 train_time:3061684ms step_avg:64.59ms
step:47450/80000 train_loss:2.4662 train_time:3064866ms step_avg:64.59ms
step:47500/80000 train_loss:2.4685 train_time:3068138ms step_avg:64.59ms
step:47550/80000 train_loss:2.4358 train_time:3071304ms step_avg:64.59ms
step:47600/80000 train_loss:2.4716 train_time:3074491ms step_avg:64.59ms
step:47650/80000 train_loss:2.5392 train_time:3077673ms step_avg:64.59ms
step:47700/80000 train_loss:2.5379 train_time:3080937ms step_avg:64.59ms
step:47750/80000 train_loss:2.4403 train_time:3084121ms step_avg:64.59ms
step:47800/80000 train_loss:2.4807 train_time:3087309ms step_avg:64.59ms
step:47850/80000 train_loss:2.5445 train_time:3090481ms step_avg:64.59ms
step:47900/80000 train_loss:2.5005 train_time:3093758ms step_avg:64.59ms
step:47950/80000 train_loss:2.4857 train_time:3096947ms step_avg:64.59ms
step:48000/80000 train_loss:2.5003 train_time:3100120ms step_avg:64.59ms
step:48000/80000 val_loss:2.5285 val_bpb:1.5170 train_time:3100160ms step_avg:64.59ms
step:48050/80000 train_loss:2.5810 train_time:3103310ms step_avg:64.59ms
step:48100/80000 train_loss:2.5897 train_time:3106602ms step_avg:64.59ms
step:48150/80000 train_loss:2.6269 train_time:3109784ms step_avg:64.59ms
step:48200/80000 train_loss:2.5721 train_time:3112968ms step_avg:64.58ms
step:48250/80000 train_loss:2.5990 train_time:3116175ms step_avg:64.58ms
step:48300/80000 train_loss:2.4813 train_time:3119460ms step_avg:64.59ms
step:48350/80000 train_loss:2.4528 train_time:3122639ms step_avg:64.58ms
step:48400/80000 train_loss:2.5044 train_time:3125834ms step_avg:64.58ms
step:48450/80000 train_loss:2.4305 train_time:3129123ms step_avg:64.58ms
step:48500/80000 train_loss:2.6178 train_time:3132300ms step_avg:64.58ms
step:48550/80000 train_loss:2.4362 train_time:3135495ms step_avg:64.58ms
step:48600/80000 train_loss:2.5308 train_time:3138682ms step_avg:64.58ms
step:48650/80000 train_loss:2.3770 train_time:3141974ms step_avg:64.58ms
step:48700/80000 train_loss:2.3764 train_time:3145135ms step_avg:64.58ms
step:48750/80000 train_loss:2.5334 train_time:3148324ms step_avg:64.58ms
step:48800/80000 train_loss:2.5814 train_time:3151510ms step_avg:64.58ms
step:48850/80000 train_loss:2.4281 train_time:3154780ms step_avg:64.58ms
step:48900/80000 train_loss:2.6063 train_time:3157957ms step_avg:64.58ms
step:48950/80000 train_loss:2.5246 train_time:3161148ms step_avg:64.58ms
step:49000/80000 train_loss:2.5713 train_time:3164349ms step_avg:64.58ms
step:49050/80000 train_loss:2.5346 train_time:3167607ms step_avg:64.58ms
step:49100/80000 train_loss:2.4912 train_time:3170793ms step_avg:64.58ms
step:49150/80000 train_loss:2.3784 train_time:3173978ms step_avg:64.58ms
step:49200/80000 train_loss:2.5737 train_time:3177152ms step_avg:64.58ms
step:49250/80000 train_loss:2.5828 train_time:3180408ms step_avg:64.58ms
step:49300/80000 train_loss:2.6268 train_time:3183609ms step_avg:64.58ms
step:49350/80000 train_loss:2.5817 train_time:3186789ms step_avg:64.58ms
